,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,calledMethod,size_p,diff
31,1607950923663:1466a7ea-49f6-4ffc-803c-aedb35fc854e,1607950923663:6a53dc09-c112-44d5-aca0-2af75541ff1a,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
33,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:4beeede4-1185-4027-9262-7f36282d1305,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
34,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:4beeede4-1185-4027-9262-7f36282d1305,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
36,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:16e65904-d92a-4e91-ab4b-8098064e7ebb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
37,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:16e65904-d92a-4e91-ab4b-8098064e7ebb,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
38,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:16e65904-d92a-4e91-ab4b-8098064e7ebb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""1""",No
39,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:16e65904-d92a-4e91-ab4b-8098064e7ebb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
40,1607950923662:ff653246-0634-4e53-aaae-999489e3e02e,1607950923662:16e65904-d92a-4e91-ab4b-8098064e7ebb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
42,1607950923662:eea7d663-d6af-4eaa-9388-d602b8e5d767,1607950923662:6e713882-271d-4f83-ae1c-6af1b89e4bc3,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
45,1607950923662:eea7d663-d6af-4eaa-9388-d602b8e5d767,1607950923662:4a1f4933-6fd8-4bb0-9f33-ae44d4e17cb4,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
46,1607950923662:eea7d663-d6af-4eaa-9388-d602b8e5d767,1607950923662:4a1f4933-6fd8-4bb0-9f33-ae44d4e17cb4,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
48,1607950923662:cb987f23-6bbc-4920-9413-de5a8d6c9d7b,1607950923662:085c29e5-ee52-4e80-bce1-81711d4acf31,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
49,1607950923662:cb987f23-6bbc-4920-9413-de5a8d6c9d7b,1607950923662:085c29e5-ee52-4e80-bce1-81711d4acf31,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
50,1607950923662:cb987f23-6bbc-4920-9413-de5a8d6c9d7b,1607950923662:085c29e5-ee52-4e80-bce1-81711d4acf31,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
52,1607950923662:ad06a2c4-c1c6-471e-bfd3-7d20a6fb35c5,1607950923663:0bc78276-e453-4225-989c-260b2b6526fc,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
53,1607950923662:ad06a2c4-c1c6-471e-bfd3-7d20a6fb35c5,1607950923663:0bc78276-e453-4225-989c-260b2b6526fc,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
55,1607950923662:ad06a2c4-c1c6-471e-bfd3-7d20a6fb35c5,1607950923662:809a7792-582b-4f00-a72c-b9aeffac82ac,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
56,1607950923662:ad06a2c4-c1c6-471e-bfd3-7d20a6fb35c5,1607950923662:809a7792-582b-4f00-a72c-b9aeffac82ac,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""1""",Yes
57,1607950923662:ad06a2c4-c1c6-471e-bfd3-7d20a6fb35c5,1607950923662:809a7792-582b-4f00-a72c-b9aeffac82ac,"size == ""3""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""2""",Yes
59,1607950923662:a4ed4e50-e8f7-467c-aad6-1725133afe7d,1607950923662:fa574bf2-8a77-4be3-9cda-c9d0653babc1,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
61,1607950923662:a4ed4e50-e8f7-467c-aad6-1725133afe7d,1607950923662:cfd4f2d3-3b4f-426a-bcbe-98996fceaf60,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
62,1607950923662:a4ed4e50-e8f7-467c-aad6-1725133afe7d,1607950923662:cfd4f2d3-3b4f-426a-bcbe-98996fceaf60,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
65,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:c0ea6d85-b588-490c-8abd-a57702d6533c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
66,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:c0ea6d85-b588-490c-8abd-a57702d6533c,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
67,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:c0ea6d85-b588-490c-8abd-a57702d6533c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""1""",No
68,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:c0ea6d85-b588-490c-8abd-a57702d6533c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
69,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:c0ea6d85-b588-490c-8abd-a57702d6533c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
71,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:3afffd04-d596-4cb3-a9e0-92e1acbbc882,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
72,1607950923662:88814bf3-c164-4e2a-a106-fc31a5f29c97,1607950923662:3afffd04-d596-4cb3-a9e0-92e1acbbc882,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
74,1607950923662:7e5e2707-08b1-4b33-b9e9-ca46bb6212be,1607950923662:d1305ab6-6915-4813-8a79-b94d7ebac9f3,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
75,1607950923662:7e5e2707-08b1-4b33-b9e9-ca46bb6212be,1607950923662:d1305ab6-6915-4813-8a79-b94d7ebac9f3,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
77,1607950923662:7e5e2707-08b1-4b33-b9e9-ca46bb6212be,1607950923662:3a39c0a4-1cb9-4477-a57b-f4b9568e26fd,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
79,1607950923662:685b4946-7834-487e-bb21-e9e4ce4162df,1607950923662:5ce76d69-7af4-46d5-bcf5-ef172e6b198d,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
80,1607950923662:685b4946-7834-487e-bb21-e9e4ce4162df,1607950923662:5ce76d69-7af4-46d5-bcf5-ef172e6b198d,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
82,1607950923662:438c745a-c503-4236-a726-26a2a3188fe3,1607950923662:6962a610-bcef-4ef0-88a4-5c4fc6ec4785,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
83,1607950923662:438c745a-c503-4236-a726-26a2a3188fe3,1607950923662:6962a610-bcef-4ef0-88a4-5c4fc6ec4785,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
85,1607950923662:36d141a5-5c1d-4aee-92e3-89c03c905e09,1607950923662:fd40ea3f-906c-479d-a5c0-77ba881d532a,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
86,1607950923662:36d141a5-5c1d-4aee-92e3-89c03c905e09,1607950923662:fd40ea3f-906c-479d-a5c0-77ba881d532a,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
88,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:4410cc63-52d1-47f6-95ba-503700b64415,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
89,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:4410cc63-52d1-47f6-95ba-503700b64415,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
91,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:2b7179c8-4015-48a9-8864-b011cce3217c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
92,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:2b7179c8-4015-48a9-8864-b011cce3217c,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
93,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:2b7179c8-4015-48a9-8864-b011cce3217c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""1""",No
94,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:2b7179c8-4015-48a9-8864-b011cce3217c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
95,1607950923662:009bb342-a0f3-4c99-8fbb-d2c76a9f1d3e,1607950923662:2b7179c8-4015-48a9-8864-b011cce3217c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","calledMethod == ""clear""","size_p == ""0""",No
97,1607950923661:fe174d2e-e233-406b-b383-f3016e0c505d,1607950923661:49590574-81df-44db-bb89-84cf86f857c7,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
98,1607950923661:fe174d2e-e233-406b-b383-f3016e0c505d,1607950923661:49590574-81df-44db-bb89-84cf86f857c7,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""1""",Yes
100,1607950923661:fe174d2e-e233-406b-b383-f3016e0c505d,1607950923661:2a1ea6b2-77df-4075-a77b-c9f9e801766c,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
101,1607950923661:fe174d2e-e233-406b-b383-f3016e0c505d,1607950923661:2a1ea6b2-77df-4075-a77b-c9f9e801766c,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
103,1607950923661:fe007cd1-f113-48b4-9e37-07643145786d,1607950923662:35ee9488-34c7-465b-869f-ce17fb9d4d28,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
104,1607950923661:fe007cd1-f113-48b4-9e37-07643145786d,1607950923662:35ee9488-34c7-465b-869f-ce17fb9d4d28,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
106,1607950923661:fe007cd1-f113-48b4-9e37-07643145786d,1607950923661:1234b373-fc81-4e21-9bda-1d58e36ab358,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
108,1607950923661:d9bb5c88-2918-41c7-9eb9-4711cc24605c,1607950923661:80cf747c-c00a-4c67-a0ae-0d5a1c153eca,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
109,1607950923661:d9bb5c88-2918-41c7-9eb9-4711cc24605c,1607950923661:80cf747c-c00a-4c67-a0ae-0d5a1c153eca,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
111,1607950923661:d45f40dd-a9dc-4af4-9edd-a5a874f22c27,1607950923661:9db98233-aad8-4165-8432-1dc8a08b5ec6,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
112,1607950923661:d45f40dd-a9dc-4af4-9edd-a5a874f22c27,1607950923661:9db98233-aad8-4165-8432-1dc8a08b5ec6,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
115,1607950923661:d45f40dd-a9dc-4af4-9edd-a5a874f22c27,1607950923661:198518a3-3fa3-4e99-af8c-94de10b64ebb,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
117,1607950923661:9b1de85f-37e4-4cfe-84d6-ac0dac157c74,1607950923661:aaf11640-e2a2-407a-a453-63cded7ea7d7,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
119,1607950923661:9b1de85f-37e4-4cfe-84d6-ac0dac157c74,1607950923661:a35dbefa-48e1-4f56-8534-2a81a20e737d,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
120,1607950923661:9b1de85f-37e4-4cfe-84d6-ac0dac157c74,1607950923661:a35dbefa-48e1-4f56-8534-2a81a20e737d,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
122,1607950923661:55792baf-3795-48fc-96dc-b4c6ca51ed7a,1607950923661:e73c82fd-6223-49ae-8bff-1939eafe5722,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
123,1607950923661:55792baf-3795-48fc-96dc-b4c6ca51ed7a,1607950923661:e73c82fd-6223-49ae-8bff-1939eafe5722,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
125,1607950923661:55792baf-3795-48fc-96dc-b4c6ca51ed7a,1607950923661:cf9921d0-9573-438d-beb0-69d33576fd23,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
126,1607950923661:55792baf-3795-48fc-96dc-b4c6ca51ed7a,1607950923661:cf9921d0-9573-438d-beb0-69d33576fd23,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""1""",Yes
128,1607950923660:f7706b43-41e6-4411-9b40-bbf6d0f5b566,1607950923660:b6d107de-b56a-44ce-afef-824161667ea0,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
129,1607950923660:f7706b43-41e6-4411-9b40-bbf6d0f5b566,1607950923660:b6d107de-b56a-44ce-afef-824161667ea0,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","calledMethod == ""pop""","size_p == ""1""",Yes
131,1607950923660:b185b9c3-eac9-41fd-a352-9bfa64acbba9,1607950923660:7e31b608-6363-409f-a7bb-0824749d3c6a,"size == ""1""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","calledMethod == ""push""","size_p == ""0""",Yes
