,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
54,1607938157879:074e07e9-60a3-48f4-8967-0542c153347b,1607938157879:040eaf6e-abc5-4971-ab30-fffa4ebcfd01,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
65,1607938157878:0985a4bc-d0d4-44f1-9c15-f17c1600b698,1607938157878:0252087e-0395-45c3-a336-cdf2046a52f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
70,1607938157877:a3e242c3-7faa-4fea-a72d-6783aae0426d,1607938157877:b3b9608a-d1fd-440e-a841-94e1881a1e8f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
76,1607938157877:3478e174-a135-4f25-9ad8-1e06f3c7eccd,1607938157877:15e0b965-81f8-44cc-9b17-61e89a04e105,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
82,1607938157876:9472acb5-76bd-41a8-b5b4-02cc9b8f5e79,1607938157876:9eea48d4-3c99-4239-bc0b-6fce8281c942,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
91,1607938157876:24aa1c54-669d-48fa-a61f-a5ee9b8964a8,1607938157876:930bc0d8-daf5-460b-abea-dd4969ba3bbe,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
94,1607938157875:95a9f924-b2d4-41fd-a5d9-18ad203bc78c,1607938157875:bd98a552-26a0-43bc-bd3b-7fd1b5e0f2e1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
102,1607938157874:f72c29cd-a520-48fc-8227-1489d06eaf96,1607938157874:c3523508-676f-4f65-8682-d59619c4580b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
111,1607938157873:d0b83c8a-7e97-444b-ba7c-5a91296b54ed,1607938157873:d0b7c82c-36a2-403f-bebd-40c0735abd8a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
119,1607938157872:a8527826-4eb1-49ac-824b-65b33c15ad71,1607938157872:268aa713-e476-4ce9-b3a0-e0fe8e55ab39,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
122,1607938157872:21e2114c-2d40-49aa-a342-d25e035c7ead,1607938157872:51f9cf9d-b541-4430-adc5-dc1cbbd8f1c9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
125,1607938157872:18a092c7-965b-4108-8a9b-70e9fad92481,1607938157872:8b6b80b8-adbe-4d1b-bd2b-c60d860764b1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
127,1607938157871:9f5591ee-9713-4fba-902a-2572dca24027,1607938157871:0c36e742-eaa5-44a3-8f5d-e648c0a68eff,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
129,1607938157871:9d0c30e2-176c-4d95-bf1d-cc035e685893,1607938157871:9d942ea2-384e-477c-a596-a3ca7d89b9f3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
131,1607938157871:88695565-0926-42d5-b3c8-aa2a8c6ff80a,1607938157871:e34576a1-585d-4cd9-b588-db93266a4ffb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
133,1607938157871:50d8d072-ac48-415e-aad3-bafff90ebe50,1607938157871:a8d297a2-9421-45fb-8fbe-be7c45bf0625,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
138,1607938157870:7049d8e1-95c8-4808-b0d8-68de9a061a2d,1607938157870:b62a3a7a-bf57-4377-9b08-4f703a09be27,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
140,1607938157870:4064ca78-4428-4485-938e-8897226df391,1607938157870:4600a784-bc52-449e-84c1-b52a3078644b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
155,1607938157867:c761cb0e-c791-4e96-8d7d-4d076af1811a,1607938157867:b287c43c-161c-41d9-886f-1f1c118d5120,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
157,1607938157867:97203c63-1010-4507-b150-796eb8133dd5,1607938157867:6e1968cb-a4a5-4097-8fc3-2ea5411145b5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
160,1607938157867:5a13bfae-0f40-4045-a51d-83cdb205f764,1607938157867:e12c7b11-f79f-4261-b30a-ada9effa3511,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
162,1607938157866:f2e62674-e385-4170-8edb-931751389bcb,1607938157866:a55c85e5-0027-41a7-bf43-17f1fb6c2672,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
164,1607938157866:e0778562-6976-4935-8a3c-33afc6d1346c,1607938157866:3aa22ae2-7b69-4314-b8cc-43f64f5b5c01,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
167,1607938157866:ab612cc6-9dc8-47be-acf8-d6a84dc50abf,1607938157866:f6602fca-91e3-4514-900e-65ecb2321a9e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
177,1607938157865:72cc8404-ade0-41f8-a770-9d03f8a1b7bb,1607938157865:63dcf1a9-35cf-4f76-96b1-fdce9fa86ed9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
183,1607938157864:7e4ba5cc-e908-4593-802e-d6ce1ade0945,1607938157864:04859aab-9df3-47eb-b2e6-0a648c18bc43,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
186,1607938157864:434ccbce-4a04-46a9-9a0d-a3b9acfaca0a,1607938157864:492cdaa5-4921-4d85-9832-ec610a10e580,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
188,1607938157864:41ff587c-219e-4939-b203-a1dc25223063,1607938157864:beedc6f3-a23b-43a6-82fe-9c0af4bd69b4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
190,1607938157863:f2a39561-985b-4a92-b95b-44670ed5b59a,1607938157863:cfe7c4d6-1632-4117-9c6d-a019ef87db21,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
193,1607938157863:ccdd393c-cdf0-4290-90bc-da21c6575e30,1607938157863:42b16a90-09b6-4851-ae41-5e6e33434d91,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
195,1607938157863:9ee67194-38ea-407e-a65b-5d3caaff54c6,1607938157863:37f33b54-5a8d-4197-8a28-b4c1c6b4b1f1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
200,1607938157863:0099d997-e1da-42f2-bf9d-004d01161319,1607938157863:25daed65-a973-43ec-9bde-efedf6a0b6f5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
203,1607938157862:b963e475-8d2a-45a6-ae07-100509dc1628,1607938157862:a08d6c9e-3c47-4a4c-8f22-4e3b9ad6a676,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
210,1607938157862:8724e60b-d685-4e31-895f-7565a7daf1fb,1607938157862:d869e03f-d31c-41e7-a1a8-71e19e7ddbd5,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
219,1607938157860:fe169e35-9b80-49dc-a0de-5eed277f39db,1607938157860:621d4814-3d86-438e-9e2e-b1f5d9c86e7c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
222,1607938157860:bb5815ad-de93-4dee-93f9-185b9265ee1a,1607938157860:ee47113b-022a-4ca4-9331-e95fe7c62084,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
225,1607938157860:694e8e19-a18d-4f10-9ffe-bf775a3492d3,1607938157860:f1257bbc-b0c9-4fd8-bde4-b8a1c0ac4e22,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
229,1607938157859:baeeec29-7b61-42ee-9e3a-1562de1e2d98,1607938157859:b65b07e6-4819-4059-bf39-1f3baba1e359,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
234,1607938157859:242520b7-50cd-4659-bc2b-b032f1e04f4c,1607938157859:47413273-755d-45d4-9964-c254ce0ee923,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
236,1607938157858:d1813fc4-2b54-4f9c-a504-5a5d4ba8fcba,1607938157858:97a3e145-443d-4ade-b424-19e889c39aa4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
238,1607938157858:d1813fc4-2b54-4f9c-a504-5a5d4ba8fcba,1607938157858:14e02322-7584-4ae5-8b61-91b583d08cc9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
239,1607938157858:d1813fc4-2b54-4f9c-a504-5a5d4ba8fcba,1607938157858:14e02322-7584-4ae5-8b61-91b583d08cc9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",No
240,1607938157858:d1813fc4-2b54-4f9c-a504-5a5d4ba8fcba,1607938157858:14e02322-7584-4ae5-8b61-91b583d08cc9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",No
248,1607938157857:c554ad40-c9a4-42f8-b840-881f2ee55043,1607938157857:b7fc56ce-f4c8-4f71-804b-c1af6ad278fc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
251,1607938157857:66395084-5988-4df1-91b0-9d109603aac4,1607938157857:e2ead63a-1a17-4f66-a0f5-e8d8dfe6da52,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
255,1607938157857:18a9e105-cb3e-49f2-b364-52b1031195ab,1607938157857:fdb9058c-4663-4e67-be09-00fe5ecba08f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
259,1607938157856:8df69153-52ab-4fc4-b632-957830454343,1607938157856:9a6b34f6-9a30-4171-b771-be4ca94c665f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
262,1607938157856:76f84ff3-fd18-4eb8-bee5-a16cb07ffee5,1607938157856:27e07a24-3b61-47c2-ba83-dbd9e3deca72,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
268,1607938157855:d16db761-4ac5-4456-ad75-a4f2d0162ca2,1607938157855:4720d5f8-0c2b-4b3e-9b46-e11c7c254256,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
275,1607938157854:fb169c6a-bbf0-44bb-b39f-ca909306bee6,1607938157854:7b57e9d9-5a69-4abd-9c8f-563a80a8437c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
280,1607938157854:8f8ac738-206b-42a4-8ac2-6d705ba6aa4a,1607938157854:6df42808-649d-4c83-93fb-aff3bf2103de,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
282,1607938157854:51e3a944-63d9-4792-9bc4-9a5f28f146a4,1607938157854:a248fe18-9055-494e-a49a-52dfccd6716d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
289,1607938157853:8e254ad9-c27a-4309-aef3-33e516ef03e7,1607938157853:d297116e-f1bb-43bf-86cc-18f5fe563a9e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
296,1607938157852:ace56894-dca0-4b96-adab-da4f23a5bb21,1607938157852:e2b9e708-40fa-499d-b216-dedd311f1e07,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",No
