,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff
9585,1607884513788:8970d6e4-d9f3-43b7-ad2b-f85ca56d93bf,1607884513788:1bdbcf82-337e-4b3d-8da5-c5583644f1c7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9587,1607884513787:8f7e229c-356d-4a93-85d1-f3bcc44ad757,1607884513787:93b60de2-da03-43a0-9f1e-eab29493a84e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9590,1607884513787:2a8fd0c1-707e-41a0-98dd-db1504cde738,1607884513787:a20df9ea-f52e-4716-abe2-6fc8646aa5b6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9593,1607884513787:01f45c92-75c6-4865-a8ae-d5adf07e1ac8,1607884513787:edffb43b-ecd3-4d8d-b2ba-0585b2b52b67,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9596,1607884513787:015df054-c029-43c9-a8d8-ba71b8f23e04,1607884513787:9a668b6f-ab7c-4401-ad06-0fd04d7672f1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9599,1607884513786:d611d7b7-bcf3-4903-a9c0-a79d18dd44ef,1607884513786:e5da80c2-2616-43f9-984e-27b455987043,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9603,1607884513786:d611d7b7-bcf3-4903-a9c0-a79d18dd44ef,1607884513786:44e83dbe-3ae7-4d1b-af68-80b091cf767b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9608,1607884513786:24a21a74-b807-436b-9121-1de0cd3718e1,1607884513786:36b50b38-a435-4460-9806-f0e0c9dca195,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9611,1607884513785:a06cf7b4-36d6-4863-8148-fabeaeba85a7,1607884513785:423a9d62-c28e-47d3-bd83-058450636a32,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9613,1607884513785:a06cf7b4-36d6-4863-8148-fabeaeba85a7,1607884513785:3c621c96-8fb0-4d66-9a8c-1b2608796afc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9616,1607884513785:540b3e74-aad6-434e-9b1b-66d85d6d0ba4,1607884513785:d07c44c7-7969-4f83-81a5-40d2e4d6f865,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9618,1607884513785:540b3e74-aad6-434e-9b1b-66d85d6d0ba4,1607884513785:d024b763-d6e4-422d-bc3c-d18f31ac0e6e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9619,1607884513785:540b3e74-aad6-434e-9b1b-66d85d6d0ba4,1607884513785:d024b763-d6e4-422d-bc3c-d18f31ac0e6e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9620,1607884513785:540b3e74-aad6-434e-9b1b-66d85d6d0ba4,1607884513785:d024b763-d6e4-422d-bc3c-d18f31ac0e6e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9623,1607884513785:540b3e74-aad6-434e-9b1b-66d85d6d0ba4,1607884513785:7caa9b81-f18f-45fe-9082-0a00b6442535,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9626,1607884513784:8c3dd426-bf29-4d86-895c-b235a3d20245,1607884513784:67900117-d083-4f4d-bada-0f660f99b30e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9629,1607884513784:8c3dd426-bf29-4d86-895c-b235a3d20245,1607884513784:31cfae73-08ed-4034-afbe-45bba0f4bd25,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9630,1607884513784:8c3dd426-bf29-4d86-895c-b235a3d20245,1607884513784:31cfae73-08ed-4034-afbe-45bba0f4bd25,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9633,1607884513784:220c1550-94d2-440e-9f85-3a2b9d90cfa6,1607884513784:a191d157-db24-417d-8dd9-7d624a9dd5a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9636,1607884513784:04f9fe54-a67b-4a57-bafd-99145645cb65,1607884513785:5ca71179-d4c3-4bb0-b26a-3bb4d27a3c25,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9639,1607884513783:da39931a-7fa7-4005-9eaa-9540187e7f2d,1607884513783:06a5b296-75f8-48d7-b719-ecee962d3bbd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9642,1607884513783:c7be889d-4220-4008-8560-a5c28209c659,1607884513783:c1a52dad-9a31-4d06-87be-230fa998520e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9645,1607884513783:c7be889d-4220-4008-8560-a5c28209c659,1607884513783:654a9dc2-994c-45cb-b837-3ddfaeb93b40,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9646,1607884513783:c7be889d-4220-4008-8560-a5c28209c659,1607884513783:654a9dc2-994c-45cb-b837-3ddfaeb93b40,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9648,1607884513783:c48a5ef2-37dd-4afc-ad2f-edb7ad81b700,1607884513783:a91c0433-14fd-473b-a255-003c32e91d0e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9651,1607884513783:34ab0dbb-7fea-4030-9a7c-bee9a150cade,1607884513784:1aacefeb-690b-46d8-a2a2-726b2e1b939a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9654,1607884513783:34ab0dbb-7fea-4030-9a7c-bee9a150cade,1607884513783:8a14519c-497f-4699-b0d4-638e2686dcf0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9655,1607884513783:34ab0dbb-7fea-4030-9a7c-bee9a150cade,1607884513783:8a14519c-497f-4699-b0d4-638e2686dcf0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9658,1607884513782:bc893916-e8a6-483c-a06a-db7b046b6a59,1607884513782:ed5f76aa-5697-47f0-92f9-f64da0b5bab6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9661,1607884513782:b871c516-919c-4c43-a07c-ea284bd02732,1607884513782:45461d30-e468-4fe1-85c8-87f741bcc52b,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9663,1607884513782:b871c516-919c-4c43-a07c-ea284bd02732,1607884513782:3542cd1b-07e1-4b9a-87c6-87f2d493ddba,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9667,1607884513781:781e6626-d059-47dc-85ef-d5122fe84d1f,1607884513781:832e9631-1eb5-4f2b-9f9a-4bac0f7d72bb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9672,1607884513781:781e6626-d059-47dc-85ef-d5122fe84d1f,1607884513781:26240485-018c-4a45-9a6e-1c28662e4b8d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9675,1607884513781:20064c72-2199-453c-82f3-041d218e0168,1607884513782:971fe95b-1390-402f-aa49-6a9f4ed4cc02,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9677,1607884513781:20064c72-2199-453c-82f3-041d218e0168,1607884513782:8cec9a34-5fec-4c45-8b5b-4e94eed8207f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9680,1607884513781:20064c72-2199-453c-82f3-041d218e0168,1607884513781:db472a19-bab9-4f13-b7a6-10b07fd6110c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9681,1607884513781:20064c72-2199-453c-82f3-041d218e0168,1607884513781:db472a19-bab9-4f13-b7a6-10b07fd6110c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9682,1607884513781:20064c72-2199-453c-82f3-041d218e0168,1607884513781:db472a19-bab9-4f13-b7a6-10b07fd6110c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9686,1607884513780:e5b685ef-1c7a-4e71-933b-00c5a898afeb,1607884513781:b4ca1b7b-9e11-4984-9a95-52cbb8b3e8bb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9689,1607884513780:e5b685ef-1c7a-4e71-933b-00c5a898afeb,1607884513781:4690a7a3-6c6d-4f49-ab54-8ad723774251,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9692,1607884513780:54bac334-12de-48e6-83e7-a3a5d2fca1ba,1607884513780:7c47334b-d33b-4ea7-91ad-e64147b4da00,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9697,1607884513780:54bac334-12de-48e6-83e7-a3a5d2fca1ba,1607884513780:6b533dbd-93ff-487e-846c-3858386d1f0e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9701,1607884513780:11b79226-b3d2-410f-b9a6-04609b89fc4d,1607884513780:ee6b2c79-b19d-4b01-9eb1-eb239002f856,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9703,1607884513780:11b79226-b3d2-410f-b9a6-04609b89fc4d,1607884513780:3dd47919-141d-4fc5-bfe0-f552bad7c632,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9707,1607884513779:ce966116-2817-4e73-bd75-dd4597dc05e1,1607884513779:77a1c3b6-92b9-4ead-a072-6a8e075c082d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9710,1607884513779:00ae21d0-588f-429c-99ab-fb3fa50d2fd9,1607884513779:c6031936-e1e3-484c-b551-ca287e782a78,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9712,1607884513779:00ae21d0-588f-429c-99ab-fb3fa50d2fd9,1607884513779:932e6cfe-3f18-4675-8601-df43fc00bf4d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9715,1607884513779:00ae21d0-588f-429c-99ab-fb3fa50d2fd9,1607884513779:885083ec-7316-4de4-a5b6-552ee40e6667,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9716,1607884513779:00ae21d0-588f-429c-99ab-fb3fa50d2fd9,1607884513779:885083ec-7316-4de4-a5b6-552ee40e6667,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9717,1607884513779:00ae21d0-588f-429c-99ab-fb3fa50d2fd9,1607884513779:885083ec-7316-4de4-a5b6-552ee40e6667,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes
9720,1607884513778:d6e16e3e-11e5-423f-ba75-8aee3bcf9b83,1607884513778:de216c3f-fdbb-4725-9273-d5d10aa42887,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9722,1607884513778:d6e16e3e-11e5-423f-ba75-8aee3bcf9b83,1607884513778:2b145634-7537-4dc9-82ba-e2d73597536a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9725,1607884513778:9bdabf99-6124-4c19-b359-4fdd0e68bad7,1607884513778:aeff6077-155e-40c3-9862-6a049f029c4a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9728,1607884513778:4c9d325f-00fb-4416-91e8-1edffff9ae6e,1607884513778:f257491e-692b-4b18-8a46-e830fcce5f71,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9731,1607884513777:d4aa6291-6edc-4278-825e-5515065504b4,1607884513777:33945513-8edb-4a7a-8528-81221d682eb1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9734,1607884513777:b42c7bcf-9b70-4cf4-8f16-4709980cc7aa,1607884513777:44feadf5-c684-499e-aaa7-bd3f6404bb78,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9737,1607884513777:449ed95f-de0a-40d4-b9b0-91054a7625da,1607884513777:c8730014-80d6-4f11-a14a-d588eb24d4c4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9741,1607884513777:449ed95f-de0a-40d4-b9b0-91054a7625da,1607884513777:0f09aaef-fd41-45c0-bc88-e8f314444419,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9746,1607884513776:f7ec9154-4ca9-4b61-a531-4cb7bc6b1cec,1607884513776:f27a6ac6-b778-40d4-9a91-d2bb12011a74,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9748,1607884513776:f7ec9154-4ca9-4b61-a531-4cb7bc6b1cec,1607884513776:4a6a99df-107e-495a-8a95-6f1c8fc32837,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9752,1607884513776:192659fb-be35-4c3f-936d-607384288539,1607884513776:12f410d2-4a9c-4b45-987c-c7eb3b4032ac,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes
9755,1607884513776:1704b547-595e-4eb6-b1cb-956625f23f16,1607884513776:d2990a40-7511-4aeb-bf78-e4ddfa6b0d75,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9758,1607884513775:f3f8b761-3f15-4a49-9cac-1a2d1188e6c5,1607884513775:c558212e-eaee-45e4-a85d-335a965c27af,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9762,1607884513775:afd87b19-5db0-4320-bc55-aa2ebd6445b7,1607884513775:4ac8b057-6099-4c07-bb8b-879599ecb1cd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9765,1607884513775:afd87b19-5db0-4320-bc55-aa2ebd6445b7,1607884513775:004475de-dc01-4d6b-b6bf-ec71a2b41b0d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
9767,1607884513775:9076cba9-4c25-482d-959c-b3810ca75b18,1607884513775:edf526f7-961a-4583-a333-3fe0962ebdd3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""",Yes
