,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
22,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:30f14fb9-5669-485f-913a-49edd89dbf90
23,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:30f14fb9-5669-485f-913a-49edd89dbf90
24,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:30f14fb9-5669-485f-913a-49edd89dbf90
27,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748904:bba11948-1075-4347-8961-085010d67cc0,1607893748904:30f14fb9-5669-485f-913a-49edd89dbf90
60,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:d6eef093-57d8-43ba-bc8a-50b2d7d3b66f
61,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:d6eef093-57d8-43ba-bc8a-50b2d7d3b66f
69,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:c774332a-0090-4b3a-a547-80a68932d5f6
70,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:c774332a-0090-4b3a-a547-80a68932d5f6
77,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:b15eb52d-aaae-4865-bf0f-76fde1ac75d9
78,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:b15eb52d-aaae-4865-bf0f-76fde1ac75d9
81,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:a480caf3-8274-4131-968b-179a684303cc
99,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:156e9081-4319-4ee6-ba50-f73a82723ea7
103,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:074e1fac-d31c-4d18-a6a7-388532b26c8e
104,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748903:1b5795f7-cdef-4957-a36d-46ba0b47b672,1607893748903:074e1fac-d31c-4d18-a6a7-388532b26c8e
151,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:91023eb0-ecdc-4fdc-aa8d-8524c25bd6d9
152,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:91023eb0-ecdc-4fdc-aa8d-8524c25bd6d9
159,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:20c37411-cad6-4308-9231-94ae22baf8d6
160,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:20c37411-cad6-4308-9231-94ae22baf8d6
169,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:0de17bb2-9f0c-410d-949b-99707ffcdfda
170,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748902:42cd9c57-49f1-4d3c-8770-9898b8e455c8,1607893748902:0de17bb2-9f0c-410d-949b-99707ffcdfda
209,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748901:f77273ba-7f70-4dc3-ac4c-1d3f3223709b,1607893748901:fff246c6-636d-464d-a8e9-90539e2d183e
213,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748901:f77273ba-7f70-4dc3-ac4c-1d3f3223709b,1607893748901:fff246c6-636d-464d-a8e9-90539e2d183e
225,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748901:f77273ba-7f70-4dc3-ac4c-1d3f3223709b,1607893748901:ee319cc5-0023-4037-b06a-0c9859bb8ddd
294,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748901:5e74cf0c-c7aa-44f5-8615-0ec7b3e06cdb,1607893748901:8bd45ec7-383c-4ab5-be43-00b0a0b40dff
300,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748901:5e74cf0c-c7aa-44f5-8615-0ec7b3e06cdb,1607893748901:5c918e39-4bbc-4b54-82bb-2f710efa415c
338,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748900:03f0180a-7442-4f32-ab52-b8a321eb0383,1607893748900:39a801d7-b3ef-446b-80ae-69673c17146c
367,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748899:479cad78-0fc6-40c9-bbf8-60880030ddb3,1607893748900:9affc03f-d008-470f-9b1d-c576e954150a
397,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748899:479cad78-0fc6-40c9-bbf8-60880030ddb3,1607893748899:8fa41e86-ea53-4f2f-a06a-87b366712000
462,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748897:a1ca09ed-b825-401e-9be6-a8988476a478,1607893748897:93d067bc-1ef7-4a78-a628-05a9d82b4e79
463,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748897:a1ca09ed-b825-401e-9be6-a8988476a478,1607893748897:93d067bc-1ef7-4a78-a628-05a9d82b4e79
484,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748897:a1ca09ed-b825-401e-9be6-a8988476a478,1607893748897:549b7a82-7bb5-4098-a8d1-8373412252c4
564,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748896:3d7dd502-6706-4e93-af7d-fc1370172a32,1607893748896:eec48333-ffce-4560-b387-edde3068776b
565,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748896:3d7dd502-6706-4e93-af7d-fc1370172a32,1607893748896:eec48333-ffce-4560-b387-edde3068776b
580,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748896:3d7dd502-6706-4e93-af7d-fc1370172a32,1607893748896:bba86617-8ee0-4a01-8aff-7629b86664f9
590,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748896:3d7dd502-6706-4e93-af7d-fc1370172a32,1607893748896:af31b69f-fbe2-4222-a890-d2672efd812e
591,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748896:3d7dd502-6706-4e93-af7d-fc1370172a32,1607893748896:af31b69f-fbe2-4222-a890-d2672efd812e
757,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748893:637cbca3-79b2-4b88-904f-be0b9aa10c6b,1607893748893:554fd7aa-e3ba-4066-8226-b5488d38881a
773,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""",Yes,1607893748892:94160a9d-32a5-4443-bf94-49538bc1d961,1607893748892:6db3d70a-174c-4f8f-922b-444f626ee1d2
796,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748892:0a57fe8a-2781-4178-8afd-d8731800ab91,1607893748892:e3a57013-9d7e-47b9-9013-d7f11cd3e16e
831,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748891:6bf6ca0b-088c-445c-bd22-d2a1cd750c67,1607893748891:e8132a36-b8fb-4ace-a733-f8b7187ecfb7
832,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748891:6bf6ca0b-088c-445c-bd22-d2a1cd750c67,1607893748891:e8132a36-b8fb-4ace-a733-f8b7187ecfb7
833,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748891:6bf6ca0b-088c-445c-bd22-d2a1cd750c67,1607893748891:e8132a36-b8fb-4ace-a733-f8b7187ecfb7
864,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748891:6bf6ca0b-088c-445c-bd22-d2a1cd750c67,1607893748891:27a85d0f-604d-4389-b2a8-9831ec511653
1043,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748890:1a4fe8fc-5b59-4c50-8e4b-1febd1958b98,1607893748890:29f6e901-988b-419e-9290-690093ffb555
1183,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748888:e96096a3-5fd3-43b4-98bc-66f30c1403e5,1607893748889:c69d09ef-3ee8-4465-ba51-d78609e6206d
1201,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748888:e96096a3-5fd3-43b4-98bc-66f30c1403e5,1607893748889:ab6a878c-add5-42b8-aea4-3d4141917ca3
1211,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748888:e96096a3-5fd3-43b4-98bc-66f30c1403e5,1607893748889:5e99f95c-b395-41bd-9c0c-3cfe7358a132
1212,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748888:e96096a3-5fd3-43b4-98bc-66f30c1403e5,1607893748889:5e99f95c-b395-41bd-9c0c-3cfe7358a132
1226,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748888:e96096a3-5fd3-43b4-98bc-66f30c1403e5,1607893748888:4d4bf760-2feb-4251-98c7-d67a66b34d9d
1330,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748887:763ae63d-e87e-46cb-9396-60a0f2aa3791,1607893748888:913aa76a-ebc4-45ee-a8ea-4c0fc4d19984
1365,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748887:763ae63d-e87e-46cb-9396-60a0f2aa3791,1607893748887:49938163-227d-4583-9852-e900aa497fcd
1517,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748885:2b19480b-8bf7-44f1-ad77-700c157a8339,1607893748885:58c4e319-d834-47d6-b66d-c48cc68578b1
1594,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748884:921200b1-d7c4-4f2b-964a-30bffad3cf3f,1607893748884:785b9f5d-79ae-44a3-9f65-71ac536634de
1659,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""",Yes,1607893748883:bd593fdb-872a-42b2-833c-5aaea7c916dd,1607893748883:958c2327-1fd2-493d-9d88-8331c8da28a1
1660,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""",Yes,1607893748883:bd593fdb-872a-42b2-833c-5aaea7c916dd,1607893748883:958c2327-1fd2-493d-9d88-8331c8da28a1
