,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,diff,testId,instanceId
2143,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416735:4e2bbc77-94ea-4c75-b4c2-6d425286b65e,1607896416735:31530524-64b4-4f64-95cb-a23f7e6ccd36
2203,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416733:7c5261dd-965f-46fc-8c1f-f0805b265bb4,1607896416733:91d3c3e7-3ae4-4f1e-a590-307f8833d8df
2204,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607896416733:7c5261dd-965f-46fc-8c1f-f0805b265bb4,1607896416733:91d3c3e7-3ae4-4f1e-a590-307f8833d8df
2297,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607896416733:23365813-3300-40e6-8739-fb434e55933b,1607896416733:04e22c7c-089b-4856-a190-56261655205a
2299,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416733:23365813-3300-40e6-8739-fb434e55933b,1607896416733:04e22c7c-089b-4856-a190-56261655205a
2361,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416731:90c15944-0f92-4613-86b3-e75e39f3b319,1607896416731:9ef1a0e0-8627-476e-9234-7bcedc3f1906
2369,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416731:90c15944-0f92-4613-86b3-e75e39f3b319,1607896416731:7eeb2c2f-fe3f-43e0-bbe9-53f542448013
2370,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607896416731:90c15944-0f92-4613-86b3-e75e39f3b319,1607896416731:7eeb2c2f-fe3f-43e0-bbe9-53f542448013
2496,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607896416730:cae264ad-b2e0-45ae-90ac-8fa93ccc1414,1607896416730:cf7e78d4-d733-4b96-abf3-fab25bdbf553
2513,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""",Yes,1607896416730:cae264ad-b2e0-45ae-90ac-8fa93ccc1414,1607896416730:8299768b-e37a-4df1-ab08-a331bb720f41
2556,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607896416730:9e1a2bde-2410-4b69-ad18-2142a3edb7e1,1607896416731:045de0c4-499b-48a0-aeb3-5012c44b62b2
2765,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607896416728:d14d904c-f880-4c02-a740-b3fa2e4dc4e8,1607896416728:6393369c-cb88-4b84-a41f-9bee83fcb27c
2890,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607896416728:2895f742-1fdc-47be-b353-da0894962276,1607896416728:0ffd64bc-454d-4c3f-b987-3d009b9788bd
3276,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607896416724:56997608-9997-4a0d-addc-8348edc2159e,1607896416725:d2d5fb86-9633-4180-a415-b8725b3342f6
4012,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607896416718:e6195ce1-dc61-4639-bc74-728bab342324,1607896416718:f2ac04c1-468f-40a7-9099-4e9bca148480
4023,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416718:e6195ce1-dc61-4639-bc74-728bab342324,1607896416718:c5963eb0-f09e-407d-bb05-c0f271aa8528
4135,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607896416718:7957457e-f4eb-45b4-87f9-5300986be587,1607896416718:d11d7730-bc05-4bea-befd-469deb710693
4394,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416716:30a04b67-39ba-4649-9e55-8ae144e03091,1607896416716:de4fb3b4-4374-4e56-a4e8-eab7391f3401
4779,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416713:1791fc48-5593-4dce-81d0-92046f72f6fa,1607896416713:288efac9-bf59-4e65-8a94-5f64f921043b
4780,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416713:1791fc48-5593-4dce-81d0-92046f72f6fa,1607896416713:288efac9-bf59-4e65-8a94-5f64f921043b
4785,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416712:dcb83bf5-e084-4cc4-ad52-119dfee132a7,1607896416712:eabe78c4-89d0-4f8f-ba20-6bbe93300988
4964,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607896416711:838ea3ad-56fb-4528-805b-51bea9408509,1607896416711:b931dc6c-a547-4d51-99a8-cf1eefd05d9f
5181,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""class java.lang.Double""","clear_p == ""none""",Yes,1607896416710:00b8cfb0-4879-41e6-b77a-53eb541b07b0,1607896416710:5e7b3bdf-e585-40c6-bfcb-44efb5707312
5314,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607896416709:34d4839c-4b14-4d10-aad6-7f71981851ab,1607896416709:44671d54-bd2c-4e15-a362-f9c21b1ea96c
5478,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416707:49efdf31-88e9-4a20-b17e-9d4c918ad35a,1607896416707:7876ab67-0024-448a-92b5-5d506da18f5b
5531,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607896416706:d8640f58-32a4-4ae2-95b3-045406b5b93d,1607896416706:e5239602-5ef1-48c4-af0e-ab7d8c37de0f
5545,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416706:d8640f58-32a4-4ae2-95b3-045406b5b93d,1607896416706:696da216-93fb-4cb6-90d5-734f8ab4b465
5923,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416702:7efe0596-6479-469c-a9e1-e03f8cc251ca,1607896416702:0821897c-f5e7-46c2-98fd-269300188c82
6617,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416695:b383740d-8381-4dd3-bc46-711143b5cbc4,1607896416695:4c42c848-c23c-4a93-b73e-a2f36980ac88
6674,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416695:119c2e03-4ef7-4f72-bb69-203790b8d3d6,1607896416695:40a045f4-a491-4330-ad25-b622c31a2a3f
6824,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416694:63bf0282-be29-45c2-8a0f-33250b768f1d,1607896416694:6ef16f53-7a5e-4b5f-8fda-17fbb9c32890
7499,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416689:094e7843-50d2-4d34-a742-14a445838b3f,1607896416689:209deee1-ef3c-489a-bc5c-81dd691a2066
7566,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""",Yes,1607896416688:2ee25213-9df6-42ab-a70d-ff925de9a51a,1607896416688:dfe7ef73-df47-42cf-81b3-9134ad58458f
7631,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416687:92ae7273-04bf-438c-8e4a-6e1068e8ac2a,1607896416687:c9dcdd33-f6e7-4898-a399-537628ae5b1b
7980,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416685:66e4adfd-fe82-4c18-8d80-9b520592403d,1607896416685:9c9c1170-cb9a-4d35-9886-805ea651d3e8
8198,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607896416683:42e2450d-4629-4b50-bb95-abf095aa5d55,1607896416683:96d3c87d-ce8e-4cdb-a46f-a71bfd7176e3
8511,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""class java.lang.Character""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416679:f9a23618-a5d6-48b4-bf74-83ea9b2dba33,1607896416679:2cf90c5c-c73d-4b32-bede-4aaf36fedbc3
8878,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""class java.lang.Integer""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416675:093508d2-b946-44c1-b407-f19b1fdb8d29,1607896416675:ea4ac528-a9d3-4335-b0c7-b489757c1a67
9122,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607896416672:0d124c8d-3d7c-4474-8c23-4a60c8c5ba4e,1607896416672:d50e39a4-fac8-446f-9171-0bf41e8e3089
9437,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607896416668:9cc860de-7ff1-4075-b3e8-c48053b0072c,1607896416668:cab2aec5-d807-4cae-88f6-7928b3a8ade4
10140,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607896416660:01bfa2a0-a727-4c5b-b4b8-413d8119881c,1607896416660:29954cd4-128b-4919-8f61-bf3641702641
10901,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""none""","pop_p == ""class java.lang.Short""","clear_p == ""none""",Yes,1607896416654:39186c44-ad5b-4cb0-aa58-2190cb341ca1,1607896416654:a1bfcba9-7fcc-4650-bb3e-9f4b734fb34a
11079,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""",Yes,1607896416652:73c35b51-3ace-4581-8486-7d1c7cec9916,1607896416652:155e705c-98c4-45d1-a0b3-42d9063a546b
11080,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416652:73c35b51-3ace-4581-8486-7d1c7cec9916,1607896416652:155e705c-98c4-45d1-a0b3-42d9063a546b
11449,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607896416649:ed4ec386-e1db-47c9-b330-3b8d642da1c7,1607896416649:c71c9067-6a47-4bd4-abc3-4a9c42fe4725
11768,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607896416647:2b07fa28-9b11-4352-8aed-e3b4bd85054e,1607896416647:543f6c18-275a-4708-b3cb-f651cee3d04d
11889,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416646:7f7c3872-e86e-4038-b288-b49c6dc958bb,1607896416646:4b924dcf-4015-4bc7-bb69-da4c35338641
11890,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416646:7f7c3872-e86e-4038-b288-b49c6dc958bb,1607896416646:4b924dcf-4015-4bc7-bb69-da4c35338641
11891,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""none""","pop_p == ""class java.lang.Class""","clear_p == ""none""",Yes,1607896416646:7f7c3872-e86e-4038-b288-b49c6dc958bb,1607896416646:4b924dcf-4015-4bc7-bb69-da4c35338641
12258,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607896416643:bd76d2e9-0a79-4394-b75a-51c1a730475e,1607896416643:19cc7ff5-92b5-4cfc-a4e5-8ac963dc1cac
15713,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""none""","pop_p == ""class java.lang.Double""","clear_p == ""none""",Yes,1607896416607:8fd4b3b6-5378-4f11-b652-af24e6fed90b,1607896416607:418cc665-5b41-4c95-b8ab-37da118725af
17594,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416589:6a86c6f0-948a-492d-8801-0a83affd89f1,1607896416589:35ede92e-e376-49eb-a444-9e99fc70b6fd
17850,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Object""","push_p == ""class java.lang.Object""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416587:24d1e4bc-cfc3-4b9c-94eb-107c8f9a3466,1607896416587:0172c492-70ce-40e0-9a9a-868b35fa566d
18501,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416579:1f82d852-b1cc-4791-bb23-71f70cc61be9,1607896416579:68e17883-3c0d-48ab-8656-ab84baf14eba
20306,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""",Yes,1607896416562:2adc87eb-4270-4ab3-87ce-abb21cc11c44,1607896416562:52b2270d-016e-416a-8c4f-41b001f2e80d
22268,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""",Yes,1607896416539:a99975fa-2f21-4625-b94f-3d97af0d4703,1607896416539:c728069d-2b92-427f-9d30-925e451eae59
22813,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416532:ec5875f7-3613-4190-bf3b-22b497c163cf,1607896416532:499f3508-390b-4835-8aa1-769cac03871c
22986,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""none""","pop_p == ""class experiment.drivers.AlejaStackTestDriver""","clear_p == ""none""",Yes,1607896416529:760ff918-a879-478d-a900-fe3e94773bca,1607896416529:ff0ce29f-82a6-418d-929d-1b3ee062dd06
24350,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416511:2b876c5b-9e28-4d85-a9ad-60b91dbec4d8,1607896416511:52732254-ef3a-4fae-9589-65f99b42e869
24847,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""9""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""",Yes,1607896416504:1cafa2f2-e99b-4640-bd1a-9e8488d7abe3,1607896416504:00100558-9bd6-4abc-aaa1-b457a679e3ca
