,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff
2340,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:d892d8cd-92eb-496e-bc69-1174b50cc20c,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2341,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:d892d8cd-92eb-496e-bc69-1174b50cc20c,0,True,EmptyObject,none,EmptyObject,none,0,No
2343,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:b8239a3e-a1b7-41ad-b023-6284984d3be4,0,True,EmptyObject,none,none,clear,0,No
2344,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:b8239a3e-a1b7-41ad-b023-6284984d3be4,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2345,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:b8239a3e-a1b7-41ad-b023-6284984d3be4,0,True,EmptyObject,none,none,clear,0,No
2346,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:b8239a3e-a1b7-41ad-b023-6284984d3be4,0,True,EmptyObject,none,none,clear,0,No
2347,1607884796896:7889e1bb-d673-4792-8d9e-5f962c9d8f27,1607884796896:b8239a3e-a1b7-41ad-b023-6284984d3be4,0,True,EmptyObject,none,none,clear,0,No
2349,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796897:c514bc02-83f6-4312-8a33-a0f6624daa61,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2350,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796897:c514bc02-83f6-4312-8a33-a0f6624daa61,0,True,EmptyObject,none,EmptyObject,none,0,No
2352,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796896:ceb59f41-9d05-49fe-b043-f9010625ffa9,0,True,EmptyObject,none,none,clear,0,No
2353,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796896:ceb59f41-9d05-49fe-b043-f9010625ffa9,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2354,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796896:ceb59f41-9d05-49fe-b043-f9010625ffa9,0,True,EmptyObject,none,none,clear,0,No
2355,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796896:ceb59f41-9d05-49fe-b043-f9010625ffa9,0,True,EmptyObject,none,none,clear,0,No
2356,1607884796896:76ed718d-1a62-44b7-99e3-6afd7189aad7,1607884796896:ceb59f41-9d05-49fe-b043-f9010625ffa9,0,True,EmptyObject,none,none,clear,0,No
2358,1607884796896:6e7024d6-5ae3-4e8e-bf31-e395f2728b9a,1607884796896:63366f67-d991-43d6-8bcf-2a5e41fd564e,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2359,1607884796896:6e7024d6-5ae3-4e8e-bf31-e395f2728b9a,1607884796896:63366f67-d991-43d6-8bcf-2a5e41fd564e,0,True,EmptyObject,none,EmptyObject,none,0,No
2361,1607884796896:6e7024d6-5ae3-4e8e-bf31-e395f2728b9a,1607884796896:4244b443-3aa9-4298-9531-2dcd03110d77,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2362,1607884796896:6e7024d6-5ae3-4e8e-bf31-e395f2728b9a,1607884796896:4244b443-3aa9-4298-9531-2dcd03110d77,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2364,1607884796896:314c3d76-d2cd-4e06-8859-5387a5a6d520,1607884796896:e787e828-028b-4f8e-8303-b3245438c812,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2365,1607884796896:314c3d76-d2cd-4e06-8859-5387a5a6d520,1607884796896:e787e828-028b-4f8e-8303-b3245438c812,0,True,EmptyObject,none,EmptyObject,none,0,No
2367,1607884796895:ff465b7d-ffb5-4e5d-a188-acf60e6cecc7,1607884796895:cb621864-f93d-4895-93e6-06ce8c0cc1d6,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2368,1607884796895:ff465b7d-ffb5-4e5d-a188-acf60e6cecc7,1607884796895:cb621864-f93d-4895-93e6-06ce8c0cc1d6,0,True,EmptyObject,none,EmptyObject,none,0,No
2370,1607884796895:ff465b7d-ffb5-4e5d-a188-acf60e6cecc7,1607884796895:0c422641-126c-4130-a2e0-602ae03eb5aa,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2372,1607884796895:f93ebd86-7861-4c60-b69b-2438f43348b9,1607884796895:4b45a7b1-4f17-4da0-a989-f68cac2eb070,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2373,1607884796895:f93ebd86-7861-4c60-b69b-2438f43348b9,1607884796895:4b45a7b1-4f17-4da0-a989-f68cac2eb070,0,True,EmptyObject,none,EmptyObject,none,0,No
2375,1607884796895:f4f6df51-105c-415a-8818-392916c277bf,1607884796895:7913f48e-b651-405a-8217-0354130a2a4c,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2376,1607884796895:f4f6df51-105c-415a-8818-392916c277bf,1607884796895:7913f48e-b651-405a-8217-0354130a2a4c,0,True,EmptyObject,none,EmptyObject,none,0,No
2378,1607884796895:f1447553-a556-4d23-88ef-1f83136a5a2c,1607884796895:f252fee9-3956-4b04-aa30-481e9f3ab350,0,True,EmptyObject,none,none,clear,0,No
2379,1607884796895:f1447553-a556-4d23-88ef-1f83136a5a2c,1607884796895:f252fee9-3956-4b04-aa30-481e9f3ab350,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2380,1607884796895:f1447553-a556-4d23-88ef-1f83136a5a2c,1607884796895:f252fee9-3956-4b04-aa30-481e9f3ab350,0,True,EmptyObject,none,EmptyObject,none,0,No
2382,1607884796895:d05b55aa-5b22-4a84-a9ac-37ef0e9478ae,1607884796895:2b574850-cfcc-47e3-b58a-53bc8436df35,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2384,1607884796895:d05b55aa-5b22-4a84-a9ac-37ef0e9478ae,1607884796895:1d510513-4473-4f42-9a3d-120c963faeb6,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2385,1607884796895:d05b55aa-5b22-4a84-a9ac-37ef0e9478ae,1607884796895:1d510513-4473-4f42-9a3d-120c963faeb6,0,True,EmptyObject,none,EmptyObject,none,0,No
2387,1607884796895:cd568873-f05a-4069-ad4b-55b6fe84c325,1607884796895:9667198d-651c-49f7-abac-2c387826c2a3,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2388,1607884796895:cd568873-f05a-4069-ad4b-55b6fe84c325,1607884796895:9667198d-651c-49f7-abac-2c387826c2a3,0,True,EmptyObject,none,EmptyObject,none,0,No
2390,1607884796895:78fe42e8-e9f5-4196-b786-89cf90bd5437,1607884796895:b21a2893-a095-40a9-ba47-f45ce8e94967,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2391,1607884796895:78fe42e8-e9f5-4196-b786-89cf90bd5437,1607884796895:b21a2893-a095-40a9-ba47-f45ce8e94967,0,True,EmptyObject,none,EmptyObject,none,0,No
2394,1607884796895:78fe42e8-e9f5-4196-b786-89cf90bd5437,1607884796895:02495af4-4b89-4029-b2e9-bebd148e7270,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2396,1607884796895:5594351d-9229-42ef-b74b-2a70c1268a90,1607884796895:a55f3948-9ab7-4b85-b715-bc9c1bb40e4d,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2397,1607884796895:5594351d-9229-42ef-b74b-2a70c1268a90,1607884796895:a55f3948-9ab7-4b85-b715-bc9c1bb40e4d,0,True,EmptyObject,none,EmptyObject,none,0,No
2399,1607884796895:5594351d-9229-42ef-b74b-2a70c1268a90,1607884796895:35514642-7dea-4d71-9df7-b4b5a9fbc46f,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2401,1607884796894:f1e30cfa-c674-45b7-a246-552a892abea9,1607884796894:58f9c62f-4177-4274-9fdd-4865451c7c18,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2402,1607884796894:f1e30cfa-c674-45b7-a246-552a892abea9,1607884796894:58f9c62f-4177-4274-9fdd-4865451c7c18,0,True,EmptyObject,none,EmptyObject,none,0,No
2404,1607884796894:e5dc33e0-078d-4095-9766-6dd0d1fba347,1607884796894:07872dff-e601-477c-8f93-e4c4c188173e,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2405,1607884796894:e5dc33e0-078d-4095-9766-6dd0d1fba347,1607884796894:07872dff-e601-477c-8f93-e4c4c188173e,0,True,EmptyObject,none,EmptyObject,none,0,No
2407,1607884796894:ac4d90b8-ce02-46cd-9b01-f690ddc03293,1607884796894:bd4e68da-c5f7-4e20-aacb-759161bec7fc,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2408,1607884796894:ac4d90b8-ce02-46cd-9b01-f690ddc03293,1607884796894:bd4e68da-c5f7-4e20-aacb-759161bec7fc,0,True,EmptyObject,none,EmptyObject,none,0,No
2410,1607884796894:ac4d90b8-ce02-46cd-9b01-f690ddc03293,1607884796894:3eb9e0b8-a358-43b7-91a4-09c1d34bfee4,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2411,1607884796894:ac4d90b8-ce02-46cd-9b01-f690ddc03293,1607884796894:3eb9e0b8-a358-43b7-91a4-09c1d34bfee4,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2413,1607884796894:a818103b-c1b0-4d4b-9c0d-d80738818d79,1607884796894:34ecb07e-1fc8-4b53-b654-3fa28af159fc,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2415,1607884796894:a818103b-c1b0-4d4b-9c0d-d80738818d79,1607884796894:0c889097-2acf-4208-8c10-374c5b942d7f,0,True,EmptyObject,class java.lang.String,none,none,0,Yes
2416,1607884796894:a818103b-c1b0-4d4b-9c0d-d80738818d79,1607884796894:0c889097-2acf-4208-8c10-374c5b942d7f,0,True,EmptyObject,none,EmptyObject,none,0,No
