,size,isEmpty,peek_obj_type,push,pop,clear,size_p,diff,testId,instanceId
21,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""",Yes,1607947981560:f40afd6c-436f-470b-838c-1f17a3a5da4a,1607947981560:b17e50e5-da1a-436a-b66b-6240ced9e9a1
22,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""7""",Yes,1607947981560:f40afd6c-436f-470b-838c-1f17a3a5da4a,1607947981560:b17e50e5-da1a-436a-b66b-6240ced9e9a1
23,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""8""",Yes,1607947981560:f40afd6c-436f-470b-838c-1f17a3a5da4a,1607947981560:b17e50e5-da1a-436a-b66b-6240ced9e9a1
24,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""9""",Yes,1607947981560:f40afd6c-436f-470b-838c-1f17a3a5da4a,1607947981560:b17e50e5-da1a-436a-b66b-6240ced9e9a1
36,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""3""",Yes,1607947981560:f40afd6c-436f-470b-838c-1f17a3a5da4a,1607947981560:5facd3bb-d240-4371-8cce-2f7f0dc245fe
65,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""4""",Yes,1607947981560:b4369506-a524-4b11-845d-b9fe6d1b537e,1607947981560:29dab961-6052-43a0-81fd-753e7716b6fc
67,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""2""",Yes,1607947981560:b4369506-a524-4b11-845d-b9fe6d1b537e,1607947981560:29dab961-6052-43a0-81fd-753e7716b6fc
69,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""",Yes,1607947981560:b4369506-a524-4b11-845d-b9fe6d1b537e,1607947981560:29dab961-6052-43a0-81fd-753e7716b6fc
84,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""",Yes,1607947981559:c8007d83-556b-47a8-be61-7f185d650482,1607947981559:c7eaab51-be77-4458-8530-d903c872a7d4
111,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes,1607947981559:ae2621c4-ea0b-412b-9f4f-63892c267294,1607947981560:0dad876c-359f-4eab-99eb-da4f202038e4
127,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""class java.lang.Short""","pop == ""none""","clear == ""none""","size_p == ""6""",Yes,1607947981559:ae2621c4-ea0b-412b-9f4f-63892c267294,1607947981559:244b755a-057b-47a2-8ac6-aa3c545d31d2
128,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""7""",Yes,1607947981559:ae2621c4-ea0b-412b-9f4f-63892c267294,1607947981559:244b755a-057b-47a2-8ac6-aa3c545d31d2
129,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""none""","pop == ""class java.lang.Short""","clear == ""none""","size_p == ""8""",Yes,1607947981559:ae2621c4-ea0b-412b-9f4f-63892c267294,1607947981559:244b755a-057b-47a2-8ac6-aa3c545d31d2
174,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""5""",Yes,1607947981559:82b30143-8745-4128-9921-cbf5a26a38f9,1607947981559:08ade129-0c89-4a6f-b814-d5e457b0bd8d
197,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""",Yes,1607947981559:65bfc1d2-efb1-4dbc-ad43-fbcfa8dc3e9d,1607947981559:c8588ef6-e7c3-4c0e-bd1a-a8d9384da008
199,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""6""",Yes,1607947981559:65bfc1d2-efb1-4dbc-ad43-fbcfa8dc3e9d,1607947981559:c8588ef6-e7c3-4c0e-bd1a-a8d9384da008
260,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""",Yes,1607947981558:cb5716ea-3ee9-413b-9519-d955719016c4,1607947981558:0db0dfdf-13f8-4e2c-a61c-62af00e40285
280,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""4""",Yes,1607947981558:3e6f9974-ff2a-4756-97cc-3aadba6fb239,1607947981558:dde459a4-2741-4815-838f-3cea8a52f661
281,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""5""",Yes,1607947981558:3e6f9974-ff2a-4756-97cc-3aadba6fb239,1607947981558:dde459a4-2741-4815-838f-3cea8a52f661
299,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes,1607947981558:3e6f9974-ff2a-4756-97cc-3aadba6fb239,1607947981558:7af519f6-449b-4bb0-97c5-e1259e7bbd7a
334,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""7""",Yes,1607947981557:35f17d1c-7227-4807-ad5d-82c6bce2d8a5,1607947981557:9ad6c6e4-2e61-4d34-87cf-4da2c5d67ec0
444,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""8""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
445,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""9""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
446,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""8""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
447,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""9""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
448,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""10""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
449,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""11""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
450,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""10""",Yes,1607947981557:11ef89c9-e4f1-40cb-a02f-dd7220e55285,1607947981557:b305490f-9055-4c1d-8f16-1871977f3bbd
525,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""5""",Yes,1607947981556:4e1b57b7-f68e-4c10-ab00-f479a0d94d52,1607947981556:b184d97c-aa6d-433f-b337-54dbb26c2224
599,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Object""","push == ""class java.lang.Object""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981556:4c1566fa-4876-4a39-a5ab-57801b73aba8,1607947981556:6133c10b-3b36-4828-b840-94657d3fc29e
683,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981555:847c74c2-5959-4510-8820-c333e52ee603,1607947981555:4d728439-e2d1-4176-9721-74934cb3b3f0
694,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""9""",Yes,1607947981555:1907644a-21c1-464f-99f1-0df43c6f38ef,1607947981555:f1fc6293-c915-4ef6-9713-6f708d2deb89
702,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""",Yes,1607947981555:1907644a-21c1-464f-99f1-0df43c6f38ef,1607947981555:e837adce-0f37-4d8b-8458-5aeb153b1ae1
764,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""3""",Yes,1607947981554:bf9a5dae-b982-4f0f-afb5-f02a7c723959,1607947981554:e96e81df-c43d-40d9-985f-22c7abc12c15
794,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""","size_p == ""2""",Yes,1607947981554:bd5cee02-2429-4516-992e-fd5a78aa97a8,1607947981554:dc3aab27-9535-4fb6-9fb3-6c347d56602b
837,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981554:bd5cee02-2429-4516-992e-fd5a78aa97a8,1607947981554:4cc5348d-21e6-41b0-90e6-c41dd4081898
858,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""4""",Yes,1607947981553:f3b46fba-57cc-4a46-886f-3f6e6c0c6d5c,1607947981553:fc1c0a25-a762-4c7f-827c-7e1640617e5c
898,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""0""",Yes,1607947981553:c7e53ea9-406b-4087-9c9d-c15779dd6b38,1607947981553:fc332ef2-d906-47d2-9369-de8231b22ed5
900,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""2""",Yes,1607947981553:c7e53ea9-406b-4087-9c9d-c15779dd6b38,1607947981553:fc332ef2-d906-47d2-9369-de8231b22ed5
960,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""5""",Yes,1607947981552:3cd7837b-5aca-47e6-ad87-771cbe35e1e5,1607947981552:ddb101fe-8bb2-41b6-b8a6-2e09fce3cb4f
1022,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""2""",Yes,1607947981551:be119e42-363d-497f-927b-4542b52c3aca,1607947981552:62d07ae3-3d00-4d7f-a6d8-a7b5876fad79
1068,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""2""",Yes,1607947981550:a53a8f96-a06a-470e-8ae3-5e83c2e49faa,1607947981550:5c9acafd-df01-43cd-8647-ac6b132ae79c
1071,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""5""",Yes,1607947981550:a53a8f96-a06a-470e-8ae3-5e83c2e49faa,1607947981550:5c9acafd-df01-43cd-8647-ac6b132ae79c
1112,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes,1607947981550:97d17789-1186-4420-9f74-853c25991daa,1607947981550:772d7cc6-8afe-4b5b-bfaf-e12367e4a879
1125,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""4""",Yes,1607947981550:918065cf-36ed-4e4a-97e6-eea33ddb3904,1607947981550:85c1db9d-f2d6-4930-95ad-89bd7ace0c90
1163,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981549:50423857-8793-4663-b56b-47f3ce0ad524,1607947981549:e7f8fffa-4366-47bd-b511-bb516eba0410
1228,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""6""",Yes,1607947981549:0adf8708-704e-416e-8d6a-4ca0fc8c5aa5,1607947981549:cbc76fae-3406-4381-a199-fadf8d1a3236
1683,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""7""",Yes,1607947981546:5cd4e738-8a1f-4415-a776-047741cd9d55,1607947981546:21b36fe9-5b55-4c4f-a75c-79d0051d94f4
1783,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""3""",Yes,1607947981545:09531e88-87e0-4a83-852f-ea717ebd467d,1607947981545:7cb027bc-421b-4449-9316-cbbd5f1c2d18
1815,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""4""",Yes,1607947981544:47b1d288-4a73-4a19-a58f-f5cf25c17a41,1607947981544:25726c06-d8c5-4e33-a446-17cd3f1c2f6b
1846,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""8""",Yes,1607947981544:2816d52c-90db-4f6b-8d6a-5d1750d6e6a6,1607947981544:6edd937a-04d8-41f2-bd92-c6df1b127036
2041,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""none""","pop == ""class java.lang.Double""","clear == ""none""","size_p == ""3""",Yes,1607947981543:458b17b5-4c62-4815-8c0e-1cd38e67f7d3,1607947981543:7b085de5-9170-450e-9550-265437b217aa
2066,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""class java.lang.Integer""","pop == ""none""","clear == ""none""","size_p == ""6""",Yes,1607947981542:f8e20d34-f5a9-4176-949e-338c34ca65ff,1607947981542:b6f52968-f6ed-4d6a-b535-579c9c437d97
2067,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""7""",Yes,1607947981542:f8e20d34-f5a9-4176-949e-338c34ca65ff,1607947981542:b6f52968-f6ed-4d6a-b535-579c9c437d97
2070,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""8""",Yes,1607947981542:f8e20d34-f5a9-4176-949e-338c34ca65ff,1607947981542:b6f52968-f6ed-4d6a-b535-579c9c437d97
2202,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""2""",Yes,1607947981541:7f4b27c8-9f8d-4ef9-9b48-ec90be7ecccf,1607947981541:bf942ff3-41bb-4ed9-a572-d032cefb0bfb
2203,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""3""",Yes,1607947981541:7f4b27c8-9f8d-4ef9-9b48-ec90be7ecccf,1607947981541:bf942ff3-41bb-4ed9-a572-d032cefb0bfb
2493,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""4""",Yes,1607947981539:32ce7f99-8b83-490e-8be7-55835d711384,1607947981539:c821c3a4-803d-47fd-9acb-08fbdee7a9d9
2868,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""8""",Yes,1607947981535:85085254-4a3b-49bd-af99-66cc0f7f6073,1607947981535:4922df3b-e27f-45cc-90df-4d5cd70506db
3069,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""6""",Yes,1607947981533:f3c654c5-4cd4-4d9d-acbd-5f9770b7abf7,1607947981533:b510df56-83ef-4340-a85b-b84e3f2ab896
3234,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""4""",Yes,1607947981532:b1e3db40-9b07-43ef-a22b-a030d2339f9f,1607947981532:a92b283a-2554-4a59-872d-d10317e28922
3843,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""2""",Yes,1607947981528:072d953c-1f5e-48a0-95e1-e8c456fa6be7,1607947981528:6184a840-465c-4aec-9a59-4c57fb205137
3898,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""10""",Yes,1607947981527:b5fff983-bdcf-4a59-afca-097e617d1ea0,1607947981527:ca3156f5-d057-4c7d-a7ed-49f3191152cd
4079,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""5""",Yes,1607947981526:a99823d2-9f23-457e-9a8b-4776c8febdc0,1607947981526:979e01e2-ea05-4c62-8b05-b9ce6496940d
4304,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""6""",Yes,1607947981521:0e666a27-c691-4033-8638-46e96038d542,1607947981521:95bde6aa-1f88-4734-a022-b54d4e0883f1
5158,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""none""","pop == ""class experiment.drivers.AlejaStackTestDriver""","clear == ""none""","size_p == ""6""",Yes,1607947981513:c4443abc-05c1-467a-9922-c166dcedac6b,1607947981514:ee727199-8a2d-4800-a473-ccf9e6abbee8
5480,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""7""",Yes,1607947981511:e5a643fc-c0c6-4584-8ecb-a6db153981b3,1607947981511:eab5cb16-3b8d-485f-86a7-09dbfb726efa
5557,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""none""","pop == ""class java.lang.Integer""","clear == ""none""","size_p == ""7""",Yes,1607947981511:252b7ba8-33f2-478d-bb2a-00d7980bba0f,1607947981511:4d8be051-bb44-49d6-83d7-94ed8d58ec55
6472,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""5""",Yes,1607947981502:40077315-0051-42d4-8931-008f14ff67a8,1607947981503:1a75e773-89e1-4605-99cb-4327b0116a32
6590,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""7""",Yes,1607947981500:c155c890-4ed0-4c87-bace-e17f8bc19b79,1607947981500:d21af9e5-a394-438d-bbf8-9a946d1e8c70
6780,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""none""","pop == ""class java.lang.Byte""","clear == ""none""","size_p == ""2""",Yes,1607947981498:6af8fce4-9e1b-4aac-9b31-c844eb5da574,1607947981498:272d524a-c09e-489a-bec1-c676c7fd1294
8537,"size == ""10""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""9""",Yes,1607947981482:14eb5c00-c482-4e60-9c71-2afd9bff4d34,1607947981482:ad406517-de08-4fab-a679-b53f50cf4304
11062,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""class java.lang.Boolean""","pop == ""none""","clear == ""none""","size_p == ""3""",Yes,1607947981459:f63fe946-282a-4a1c-9e23-70c0ce89aec4,1607947981459:e5c3cfab-9f2e-4881-9035-3f4f6f0720b5
11471,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""5""",Yes,1607947981452:343afd07-3ca5-402b-80bf-3dd06587d874,1607947981452:093d34ca-c9ae-402a-9566-635caad95bea
11607,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""class java.lang.Double""","pop == ""none""","clear == ""none""","size_p == ""1""",Yes,1607947981450:747c7f2a-14f5-4478-9857-7c95bc388bce,1607947981450:16590a40-7e79-4695-8927-2e181ab68494
13240,"size == ""11""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""10""",Yes,1607947981438:9fb2f9fb-cf33-4622-bb51-b471ac3bba9e,1607947981438:4d68e9c7-b63b-4392-bf21-7fe4a1dd0198
14030,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""none""","pop == ""class java.lang.Class""","clear == ""none""","size_p == ""6""",Yes,1607947981429:0f5189e7-83f5-449f-8dee-af40509cc687,1607947981430:21454f4b-0f56-4d30-b95a-991e2aa95611
