,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,diff
34,1607899296552:d4f14237-2fe0-4428-b33f-39480fadbb23,1607899296552:883a60eb-2947-4bc1-9395-012387f4c2a7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
35,1607899296552:d4f14237-2fe0-4428-b33f-39480fadbb23,1607899296552:883a60eb-2947-4bc1-9395-012387f4c2a7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
36,1607899296552:d4f14237-2fe0-4428-b33f-39480fadbb23,1607899296552:883a60eb-2947-4bc1-9395-012387f4c2a7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
37,1607899296552:d4f14237-2fe0-4428-b33f-39480fadbb23,1607899296552:883a60eb-2947-4bc1-9395-012387f4c2a7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
39,1607899296552:d4f14237-2fe0-4428-b33f-39480fadbb23,1607899296552:43a9d297-94ba-4689-92c4-a93f2081aa96,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
40,1607899296552:d4f14237-2fe0-4428-b33f-39480fadbb23,1607899296552:43a9d297-94ba-4689-92c4-a93f2081aa96,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
42,1607899296552:896ed0df-307a-4b4b-878d-64c5834c5a4b,1607899296552:71524090-4a62-401b-b9e1-a96b72fff3a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
43,1607899296552:896ed0df-307a-4b4b-878d-64c5834c5a4b,1607899296552:71524090-4a62-401b-b9e1-a96b72fff3a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
45,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:819852ae-40cf-451d-8f33-84a4c0e61e23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
46,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:819852ae-40cf-451d-8f33-84a4c0e61e23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
47,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:819852ae-40cf-451d-8f33-84a4c0e61e23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
48,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:819852ae-40cf-451d-8f33-84a4c0e61e23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
49,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:819852ae-40cf-451d-8f33-84a4c0e61e23,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
51,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:02f72818-a21b-49a2-be57-c2758a9af6ef,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
52,1607899296552:68a29891-1068-4544-9ad9-b7be15da3864,1607899296552:02f72818-a21b-49a2-be57-c2758a9af6ef,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
54,1607899296552:567f32e7-ec92-4c3a-ab0b-8075a9dfb5cf,1607899296553:d30295df-4c4b-4974-a4e7-982eacfdd2d8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
55,1607899296552:567f32e7-ec92-4c3a-ab0b-8075a9dfb5cf,1607899296553:d30295df-4c4b-4974-a4e7-982eacfdd2d8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
57,1607899296552:567f32e7-ec92-4c3a-ab0b-8075a9dfb5cf,1607899296552:321cc98f-2a7d-4517-ab74-114aca056033,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
58,1607899296552:567f32e7-ec92-4c3a-ab0b-8075a9dfb5cf,1607899296552:321cc98f-2a7d-4517-ab74-114aca056033,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
59,1607899296552:567f32e7-ec92-4c3a-ab0b-8075a9dfb5cf,1607899296552:321cc98f-2a7d-4517-ab74-114aca056033,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
61,1607899296552:25b04c18-7735-4bdb-a5e5-024aa7ee055c,1607899296552:0cdd9ae0-50f3-419a-9b2c-634ed60594d7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
62,1607899296552:25b04c18-7735-4bdb-a5e5-024aa7ee055c,1607899296552:0cdd9ae0-50f3-419a-9b2c-634ed60594d7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
63,1607899296552:25b04c18-7735-4bdb-a5e5-024aa7ee055c,1607899296552:0cdd9ae0-50f3-419a-9b2c-634ed60594d7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
65,1607899296551:acc036b8-c1d6-49dd-9c12-40ed07db64be,1607899296551:f240205b-8251-4df0-b807-6b3791ccf192,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
67,1607899296551:acc036b8-c1d6-49dd-9c12-40ed07db64be,1607899296551:c8fa06af-6061-44c2-8f60-4b18da8a8fc4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
68,1607899296551:acc036b8-c1d6-49dd-9c12-40ed07db64be,1607899296551:c8fa06af-6061-44c2-8f60-4b18da8a8fc4,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
71,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:81950402-0d02-437c-8a61-ba5f3f156d4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
72,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:81950402-0d02-437c-8a61-ba5f3f156d4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
73,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:81950402-0d02-437c-8a61-ba5f3f156d4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
74,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:81950402-0d02-437c-8a61-ba5f3f156d4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
75,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:81950402-0d02-437c-8a61-ba5f3f156d4e,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
77,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:2d8a4716-d2d6-46a0-a3db-ba70f7798c35,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
78,1607899296551:8490e001-142e-46ac-bb20-db4553951232,1607899296551:2d8a4716-d2d6-46a0-a3db-ba70f7798c35,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
80,1607899296551:590101de-31f0-4033-a66f-9add0b27a95b,1607899296551:9765cec4-19ab-4226-ab6d-86638929afd9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
81,1607899296551:590101de-31f0-4033-a66f-9add0b27a95b,1607899296551:9765cec4-19ab-4226-ab6d-86638929afd9,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
83,1607899296551:4972718c-598e-4638-a6b4-33b876ca1f04,1607899296551:436d8af0-5195-4704-ae31-9c5e87ec7aeb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
84,1607899296551:4972718c-598e-4638-a6b4-33b876ca1f04,1607899296551:436d8af0-5195-4704-ae31-9c5e87ec7aeb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
86,1607899296551:4972718c-598e-4638-a6b4-33b876ca1f04,1607899296551:365ad4c9-33d6-4b1b-a984-141cee567895,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
88,1607899296551:1f1fdde6-db7f-47fe-9f25-cdae101271f5,1607899296551:6a65511a-8632-4e03-b400-84c6422bcc86,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
89,1607899296551:1f1fdde6-db7f-47fe-9f25-cdae101271f5,1607899296551:6a65511a-8632-4e03-b400-84c6422bcc86,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
91,1607899296550:8e4ea2ed-ffbf-4c93-a469-ad6ea54f6ffa,1607899296550:d16f7e7d-47b2-4a09-988b-d59cebb01b51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
92,1607899296550:8e4ea2ed-ffbf-4c93-a469-ad6ea54f6ffa,1607899296550:d16f7e7d-47b2-4a09-988b-d59cebb01b51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
94,1607899296550:8e4ea2ed-ffbf-4c93-a469-ad6ea54f6ffa,1607899296550:b96b3ac0-8e36-4392-b20f-0fe0696da4f6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
96,1607899296550:8dac26f0-6524-4dde-8e0a-61122ff8bb36,1607899296550:ec4dced8-0741-4712-9183-d94777f0d334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
97,1607899296550:8dac26f0-6524-4dde-8e0a-61122ff8bb36,1607899296550:ec4dced8-0741-4712-9183-d94777f0d334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
99,1607899296550:8dac26f0-6524-4dde-8e0a-61122ff8bb36,1607899296550:2a632223-a1ff-4d35-8295-851579116970,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
100,1607899296550:8dac26f0-6524-4dde-8e0a-61122ff8bb36,1607899296550:2a632223-a1ff-4d35-8295-851579116970,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
102,1607899296550:5e0ce06c-6d9e-4cca-af9e-4a6853e54bc9,1607899296550:8907114c-43c0-4cdb-b1c5-4326b5c7de18,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
103,1607899296550:5e0ce06c-6d9e-4cca-af9e-4a6853e54bc9,1607899296550:8907114c-43c0-4cdb-b1c5-4326b5c7de18,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
105,1607899296550:5e0ce06c-6d9e-4cca-af9e-4a6853e54bc9,1607899296550:20f0770a-047f-45a6-a0de-d766b81fe2dc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
107,1607899296550:02a1637a-13f0-4e6c-8a91-a97aa0027feb,1607899296550:f3740920-1bb0-4e77-9c5f-e5a230e02ef3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
109,1607899296550:02a1637a-13f0-4e6c-8a91-a97aa0027feb,1607899296550:4c411c1c-21d6-4493-9c23-bf52881dfa9d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
110,1607899296550:02a1637a-13f0-4e6c-8a91-a97aa0027feb,1607899296550:4c411c1c-21d6-4493-9c23-bf52881dfa9d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
113,1607899296549:436e190a-63e7-4686-a077-39593b9a4147,1607899296549:798ffb24-8a74-4946-8573-2468379ec0e7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
114,1607899296549:436e190a-63e7-4686-a077-39593b9a4147,1607899296549:798ffb24-8a74-4946-8573-2468379ec0e7,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
117,1607899296548:4536e8b1-db71-4160-b5a4-df94815950dd,1607899296548:70490c29-1629-44eb-b292-f5e9eb7b8cc8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
119,1607899296548:4536e8b1-db71-4160-b5a4-df94815950dd,1607899296548:392a7328-4ca0-4bd0-872a-a6aa95da7c44,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
120,1607899296548:4536e8b1-db71-4160-b5a4-df94815950dd,1607899296548:392a7328-4ca0-4bd0-872a-a6aa95da7c44,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
122,1607899296548:2e6acdda-f259-43c9-9357-41bce39e23c7,1607899296548:5f00229f-b568-4b59-963b-d80ae69fa44a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
123,1607899296548:2e6acdda-f259-43c9-9357-41bce39e23c7,1607899296548:5f00229f-b568-4b59-963b-d80ae69fa44a,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
125,1607899296548:2e6acdda-f259-43c9-9357-41bce39e23c7,1607899296548:5e2fa04f-e5d1-4e22-811f-e119f8e19c4f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
126,1607899296548:2e6acdda-f259-43c9-9357-41bce39e23c7,1607899296548:5e2fa04f-e5d1-4e22-811f-e119f8e19c4f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
128,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:550f3b34-3af0-4ae7-9b95-f3b26a8c41e2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
129,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:550f3b34-3af0-4ae7-9b95-f3b26a8c41e2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
130,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:550f3b34-3af0-4ae7-9b95-f3b26a8c41e2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
131,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:550f3b34-3af0-4ae7-9b95-f3b26a8c41e2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
132,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:550f3b34-3af0-4ae7-9b95-f3b26a8c41e2,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
134,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:21461870-1e8b-4cf4-980c-f2fc2dc09414,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
135,1607899296548:2892f6c2-c35e-4d90-b184-017a6ea9c912,1607899296548:21461870-1e8b-4cf4-980c-f2fc2dc09414,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
137,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296548:aff2a5d8-0406-4697-a9aa-44e6f8a21e33,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
138,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296548:aff2a5d8-0406-4697-a9aa-44e6f8a21e33,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
140,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296547:bc5928bb-28e1-49db-8ce7-40fc1c129181,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
141,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296547:bc5928bb-28e1-49db-8ce7-40fc1c129181,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
142,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296547:bc5928bb-28e1-49db-8ce7-40fc1c129181,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
143,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296547:bc5928bb-28e1-49db-8ce7-40fc1c129181,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
144,1607899296547:fcbacc6e-90f5-41a1-8a19-8caf3495b1b8,1607899296547:bc5928bb-28e1-49db-8ce7-40fc1c129181,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
146,1607899296547:7ec48cfb-a2db-478e-b9a1-587803888842,1607899296547:a58bdfda-62e2-4a74-afd8-4dda38ab3709,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
147,1607899296547:7ec48cfb-a2db-478e-b9a1-587803888842,1607899296547:a58bdfda-62e2-4a74-afd8-4dda38ab3709,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
149,1607899296547:4fb82106-1e2b-4458-acc3-ba83ee933d37,1607899296547:e3a7fadf-12ed-49f1-adaa-135cb9b630f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
150,1607899296547:4fb82106-1e2b-4458-acc3-ba83ee933d37,1607899296547:e3a7fadf-12ed-49f1-adaa-135cb9b630f8,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""True""","clear == ""False""",No
152,1607899296547:255f77bb-8786-48f7-bdd6-3aa1db1ca6bf,1607899296547:be408f06-dd37-45fb-8dd4-5cb5a3dd21dd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
153,1607899296547:255f77bb-8786-48f7-bdd6-3aa1db1ca6bf,1607899296547:be408f06-dd37-45fb-8dd4-5cb5a3dd21dd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""True""","pop == ""False""","clear == ""False""",Yes
154,1607899296547:255f77bb-8786-48f7-bdd6-3aa1db1ca6bf,1607899296547:be408f06-dd37-45fb-8dd4-5cb5a3dd21dd,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""False""","pop == ""False""","clear == ""True""",No
