,testId,instanceId,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff
6691,1607885421167:41504536-a23e-405d-b56e-3f82ca357988,1607885421167:d02cff41-3625-4d96-b5b6-5c552ea5b73f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
6692,1607885421167:41504536-a23e-405d-b56e-3f82ca357988,1607885421167:d02cff41-3625-4d96-b5b6-5c552ea5b73f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
6694,1607885421167:41504536-a23e-405d-b56e-3f82ca357988,1607885421167:5003dd2c-97eb-47ea-93ee-f42466f645d3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6695,1607885421167:41504536-a23e-405d-b56e-3f82ca357988,1607885421167:5003dd2c-97eb-47ea-93ee-f42466f645d3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6697,1607885421166:bfcbda11-8107-4f7d-8a13-3ef004dfdd19,1607885421166:09e06329-6c97-4947-8142-36c0e381f334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6698,1607885421166:bfcbda11-8107-4f7d-8a13-3ef004dfdd19,1607885421166:09e06329-6c97-4947-8142-36c0e381f334,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6700,1607885421166:b4f93160-2404-4194-a57e-697318e911e0,1607885421166:f2befa92-9b4c-48dd-a63a-e82e51df4737,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6702,1607885421166:b4f93160-2404-4194-a57e-697318e911e0,1607885421166:8c40826b-f37a-4496-8b3f-058ae7dd95b1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6703,1607885421166:b4f93160-2404-4194-a57e-697318e911e0,1607885421166:8c40826b-f37a-4496-8b3f-058ae7dd95b1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6705,1607885421166:9e7f31f2-562a-485a-bc35-3427decc6446,1607885421166:9e69bc56-3bb1-4b28-b50c-688590c359a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6706,1607885421166:9e7f31f2-562a-485a-bc35-3427decc6446,1607885421166:9e69bc56-3bb1-4b28-b50c-688590c359a1,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6708,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421167:a4b7e40a-d2cb-4e43-b999-43d387bcc748,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6709,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421167:a4b7e40a-d2cb-4e43-b999-43d387bcc748,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6711,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421166:50c9abf0-e4f3-4f71-b7fe-60cf21d325a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6712,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421166:50c9abf0-e4f3-4f71-b7fe-60cf21d325a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
6713,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421166:50c9abf0-e4f3-4f71-b7fe-60cf21d325a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6714,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421166:50c9abf0-e4f3-4f71-b7fe-60cf21d325a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
6715,1607885421166:90d80e2f-7671-4ffd-b6e6-48b0f2c3db9e,1607885421166:50c9abf0-e4f3-4f71-b7fe-60cf21d325a0,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
6717,1607885421166:6642a16c-12cc-4064-9470-0e81edbf22e7,1607885421166:e6885fd4-3212-42fc-b069-1f443e05e56f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6719,1607885421166:6642a16c-12cc-4064-9470-0e81edbf22e7,1607885421166:379ce928-b0a8-4a64-ba87-f3a4534289bc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6720,1607885421166:6642a16c-12cc-4064-9470-0e81edbf22e7,1607885421166:379ce928-b0a8-4a64-ba87-f3a4534289bc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6722,1607885421166:5d42847e-e10a-46e2-961a-af702afa600f,1607885421166:a9a5074b-8d5c-49f8-8b5c-734528dc3aa3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6723,1607885421166:5d42847e-e10a-46e2-961a-af702afa600f,1607885421166:a9a5074b-8d5c-49f8-8b5c-734528dc3aa3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6725,1607885421166:3d48c97b-33fe-43fa-aea6-c79b8761003f,1607885421166:5991dcb1-6aeb-4e92-a937-dd7582cc5ee3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6726,1607885421166:3d48c97b-33fe-43fa-aea6-c79b8761003f,1607885421166:5991dcb1-6aeb-4e92-a937-dd7582cc5ee3,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6728,1607885421165:f8ab0fe0-cfc2-4627-92a9-959d07f50c51,1607885421165:cf21eee1-5d93-49f1-9345-1a6fc911fd1c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6729,1607885421165:f8ab0fe0-cfc2-4627-92a9-959d07f50c51,1607885421165:cf21eee1-5d93-49f1-9345-1a6fc911fd1c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
6730,1607885421165:f8ab0fe0-cfc2-4627-92a9-959d07f50c51,1607885421165:cf21eee1-5d93-49f1-9345-1a6fc911fd1c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6732,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:7b9a14d1-c4f2-4965-a2f3-ebfd59cb8d45,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6733,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:7b9a14d1-c4f2-4965-a2f3-ebfd59cb8d45,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6734,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:7b9a14d1-c4f2-4965-a2f3-ebfd59cb8d45,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6735,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:7b9a14d1-c4f2-4965-a2f3-ebfd59cb8d45,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6737,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:4bfb165f-830b-468a-9824-93d1d62a2ac6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6738,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:4bfb165f-830b-468a-9824-93d1d62a2ac6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
6739,1607885421165:8a7ca371-3d60-4af3-b43d-3f7363cb47d2,1607885421165:4bfb165f-830b-468a-9824-93d1d62a2ac6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6741,1607885421165:70df6200-0e39-4ed4-bd12-ee3a04f5c070,1607885421165:44128062-5d25-4fc2-9521-1c4e34f35a3c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6742,1607885421165:70df6200-0e39-4ed4-bd12-ee3a04f5c070,1607885421165:44128062-5d25-4fc2-9521-1c4e34f35a3c,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6744,1607885421165:5828959e-8f4c-4093-9cb1-2585dba74bdc,1607885421165:3125b331-9f7e-4d40-a5e5-093aace96309,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6745,1607885421165:5828959e-8f4c-4093-9cb1-2585dba74bdc,1607885421165:3125b331-9f7e-4d40-a5e5-093aace96309,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
6746,1607885421165:5828959e-8f4c-4093-9cb1-2585dba74bdc,1607885421165:3125b331-9f7e-4d40-a5e5-093aace96309,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6748,1607885421165:3f586a69-1507-41fb-992e-4da254901619,1607885421165:1805efb2-0061-4fb8-a64f-846415a42518,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6749,1607885421165:3f586a69-1507-41fb-992e-4da254901619,1607885421165:1805efb2-0061-4fb8-a64f-846415a42518,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6750,1607885421165:3f586a69-1507-41fb-992e-4da254901619,1607885421165:1805efb2-0061-4fb8-a64f-846415a42518,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6751,1607885421165:3f586a69-1507-41fb-992e-4da254901619,1607885421165:1805efb2-0061-4fb8-a64f-846415a42518,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes
6753,1607885421164:e10c8b01-83d0-476a-9a6f-c466e2f79bf5,1607885421164:7998c98d-0f5e-42e0-817c-5974593caa28,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6754,1607885421164:e10c8b01-83d0-476a-9a6f-c466e2f79bf5,1607885421164:7998c98d-0f5e-42e0-817c-5974593caa28,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6756,1607885421164:c68b62d6-97b7-4ffd-8c3e-1cb042959b20,1607885421164:5820094b-55d0-4762-a0c5-6eb2a05d271d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6757,1607885421164:c68b62d6-97b7-4ffd-8c3e-1cb042959b20,1607885421164:5820094b-55d0-4762-a0c5-6eb2a05d271d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
6758,1607885421164:c68b62d6-97b7-4ffd-8c3e-1cb042959b20,1607885421164:5820094b-55d0-4762-a0c5-6eb2a05d271d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6760,1607885421164:c68b62d6-97b7-4ffd-8c3e-1cb042959b20,1607885421164:3782f504-c37b-496d-abb3-71652d03fa29,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6761,1607885421164:c68b62d6-97b7-4ffd-8c3e-1cb042959b20,1607885421164:3782f504-c37b-496d-abb3-71652d03fa29,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6762,1607885421164:c68b62d6-97b7-4ffd-8c3e-1cb042959b20,1607885421164:3782f504-c37b-496d-abb3-71652d03fa29,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6764,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:ddec1db4-c4de-430c-a1f4-f24397be20c6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6765,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:ddec1db4-c4de-430c-a1f4-f24397be20c6,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6767,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:c3bfd4fe-b174-4c6a-a2a6-88e60e895f41,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6768,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:c3bfd4fe-b174-4c6a-a2a6-88e60e895f41,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes
6769,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:c3bfd4fe-b174-4c6a-a2a6-88e60e895f41,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",No
6770,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:c3bfd4fe-b174-4c6a-a2a6-88e60e895f41,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
6771,1607885421164:749aeed4-d093-4707-a58e-41cf039599b1,1607885421164:c3bfd4fe-b174-4c6a-a2a6-88e60e895f41,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",No
6773,1607885421164:4f95474d-fe2e-4a0b-aad2-bc7b2f0e7a62,1607885421165:f23a01b7-9e86-47ce-a9b3-7101e84755cb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
6774,1607885421164:4f95474d-fe2e-4a0b-aad2-bc7b2f0e7a62,1607885421165:f23a01b7-9e86-47ce-a9b3-7101e84755cb,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""none""","pop == ""EmptyObject""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",No
6776,1607885421164:4f95474d-fe2e-4a0b-aad2-bc7b2f0e7a62,1607885421164:cde918de-2b64-4ec1-ac52-cfedfca8b002,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","push == ""class java.lang.String""","pop == ""none""","clear == ""none""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""none""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes
