,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff,testId,instanceId
77,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",Yes,1607947919945:9bb893c0-0c5e-44c6-841f-f36d63ed7701,1607947919945:b707ee84-0298-49ab-9146-35170d35fc4b
78,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",Yes,1607947919945:9bb893c0-0c5e-44c6-841f-f36d63ed7701,1607947919945:b707ee84-0298-49ab-9146-35170d35fc4b
104,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""class java.lang.Float""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919945:7d1d42e9-3fd0-4f54-8416-e4154f94dd8b,1607947919945:06c81eba-e019-4415-b655-e1d0b90c6697
126,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919945:5ce37d55-697a-400f-affb-6e3dc493be91,1607947919945:57a65849-0c84-43ee-bce1-91673382b3b8
129,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919945:5ce37d55-697a-400f-affb-6e3dc493be91,1607947919945:57a65849-0c84-43ee-bce1-91673382b3b8
130,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""class java.lang.Short""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919945:5ce37d55-697a-400f-affb-6e3dc493be91,1607947919945:57a65849-0c84-43ee-bce1-91673382b3b8
156,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919944:de70f28b-8bc3-4b6b-9c86-ad1d1ab5f56e,1607947919944:5ccfc2e7-eaff-4c33-8a54-ca77d870e847
161,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""none""","pop_p == ""class java.lang.Float""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919945:b7e07a48-0b69-44a5-af5f-2f3d5b53dcea
196,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919944:11ac693c-6b09-4d93-bbef-b8822fe7e7b1
198,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919944:11ac693c-6b09-4d93-bbef-b8822fe7e7b1
199,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919944:11ac693c-6b09-4d93-bbef-b8822fe7e7b1
200,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919944:b9b1ecee-83e4-44e0-93af-40b3a126142f,1607947919944:11ac693c-6b09-4d93-bbef-b8822fe7e7b1
242,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""class java.lang.Double""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919944:43f8df98-cde4-4781-b893-7dd9ac67b991,1607947919944:d631e720-4b26-4d82-970b-da5f55e6c51f
269,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919943:ec993b15-dd44-45f3-9d6d-9749c23876e1,1607947919943:ebe0f6ac-5f91-4181-a316-530b144fe415
273,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""class java.lang.Class""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919943:ec993b15-dd44-45f3-9d6d-9749c23876e1,1607947919943:b19cb3cd-beee-4dd2-a358-1e57efb1f2d3
274,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""class java.lang.String""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919943:ec993b15-dd44-45f3-9d6d-9749c23876e1,1607947919943:b19cb3cd-beee-4dd2-a358-1e57efb1f2d3
275,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919943:ec993b15-dd44-45f3-9d6d-9749c23876e1,1607947919943:b19cb3cd-beee-4dd2-a358-1e57efb1f2d3
323,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919943:043847e9-8697-4e0c-bc8a-eff2f9daa980,1607947919943:f5ac024a-009d-4677-a486-88645edc97e3
343,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919943:043847e9-8697-4e0c-bc8a-eff2f9daa980,1607947919943:1e4bca48-961d-463d-b123-c2c33f33ed5d
369,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919942:71f2ffdf-ee2e-41bc-af81-a36499225a03,1607947919942:cc4471d1-d734-42bb-a251-e32a9703c08b
394,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:f9958340-457a-4791-a178-6038d162eec2
403,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""class java.lang.Short""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:ae114602-4a73-41a9-a4fa-ceaf28760dd7
404,"size == ""9""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""8""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:ae114602-4a73-41a9-a4fa-ceaf28760dd7
421,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:83ef8d7c-9b88-409b-ab26-d4fd1b7358aa
446,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""none""","pop_p == ""class java.lang.Byte""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919942:3d52e716-1902-4c2c-a582-ecc4f5a89c18,1607947919942:2d9f4c50-8adc-42eb-bbec-8b3c07200c1a
486,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""class java.lang.Class""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919941:d78d42e1-5d4a-468d-bc62-6e4ede4676b1,1607947919941:baf63a61-8499-4388-87bf-e242656677b8
524,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:f23037bb-745d-48a0-a619-937d11c1d5c9
535,"size == ""8""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""7""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""clear""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:ebc61cb8-237d-4b6b-9504-bb37b129160b
557,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""none""","pop_p == ""class java.lang.Boolean""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:96e7fa07-f1bc-4684-818b-512f8899c16f
562,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""class java.lang.String""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:8ed2d656-688a-4936-834c-8f731d388c88
565,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""class experiment.drivers.AlejaStackTestDriver""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:8ed2d656-688a-4936-834c-8f731d388c88
580,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""class java.lang.Boolean""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:1e3cae6c-339c-4d3c-a97a-0e34efd89748
581,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""none""","pop == ""class java.lang.Boolean""","clear == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:1e3cae6c-339c-4d3c-a97a-0e34efd89748
590,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""class java.lang.Byte""","pop == ""none""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""none""","pop_p == ""class java.lang.Long""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:09e9565e-6643-4fea-9ac4-6fc417487144
591,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""none""","pop == ""class java.lang.Long""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""class java.lang.Byte""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""pop""",Yes,1607947919941:c1f6a7db-acb2-4bd1-80aa-7a195d5ff691,1607947919941:09e9565e-6643-4fea-9ac4-6fc417487144
650,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""class java.lang.String""","clear == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919940:3aa9dec9-086e-45d4-b8fe-9c7fbb170d02,1607947919940:4b78d3d3-07da-45a2-8470-b3789fbe208d
703,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""none""","pop == ""none""","clear == ""clear""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""class java.lang.Float""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""clear""",Yes,1607947919939:32175155-a665-44f5-9a49-84b4e7dafbf2,1607947919939:e8eac1d3-9e42-4f59-a618-e511c330c0fc
713,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""class java.lang.Long""","pop == ""none""","clear == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""push""",Yes,1607947919939:32175155-a665-44f5-9a49-84b4e7dafbf2,1607947919939:693a7b2d-c386-4657-98c4-d7f188efde7f
714,"size == ""7""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""class experiment.drivers.AlejaStackTestDriver""","pop == ""none""","clear == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""class java.lang.Long""","pop_p == ""none""","clear_p == ""none""","calledMethod == ""push""",Yes,1607947919939:32175155-a665-44f5-9a49-84b4e7dafbf2,1607947919939:693a7b2d-c386-4657-98c4-d7f188efde7f
748,"size == ""1""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""none""","pop == ""class java.lang.Float""","clear == ""none""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""none""","pop_p == ""none""","clear_p == ""clear""","calledMethod == ""pop""",Yes,1607947919939:09de2c54-c28a-45c6-97ef-a2f79bc7526d,1607947919939:6a4db76f-aabd-4038-b78c-192c3acb0e16
