,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff,testId,instanceId
1373,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687707:317066a4-8d44-4578-8782-665235aa2c61,1607893687707:5998e695-b009-44fc-b12b-954e0cdf81a5
1421,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687706:4cc1c2b7-6eb6-4c7b-993b-29900c0c2ce5,1607893687706:6eefc915-2a3d-433c-b51d-adcd6b6b7e8b
1537,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687705:fc9c2895-2de2-4a16-bf22-6ca56509c6d9,1607893687705:16c6d787-c21e-4a5e-a8f5-7431dd0baf92
1551,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687705:aef657dd-0ed9-4ffa-936a-7d394e3dc34b,1607893687705:d0b97a82-03a2-461e-9d47-ed223cc6592a
1585,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687705:aef657dd-0ed9-4ffa-936a-7d394e3dc34b,1607893687705:1c1a6d6d-e542-4020-b3e1-d266b9f4c24e
1656,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687704:3669317e-4748-4fb1-806f-6d1bd55470e5,1607893687704:7c1ef9a5-59b2-4f2a-8294-f9a18b85577b
1657,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687704:3669317e-4748-4fb1-806f-6d1bd55470e5,1607893687704:7c1ef9a5-59b2-4f2a-8294-f9a18b85577b
1658,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687704:3669317e-4748-4fb1-806f-6d1bd55470e5,1607893687704:7c1ef9a5-59b2-4f2a-8294-f9a18b85577b
1689,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687704:068cecf3-dfa9-4247-85ae-8ba59ba59753,1607893687704:9f77499b-c365-4af1-acd0-fce236281e9e
1708,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687704:068cecf3-dfa9-4247-85ae-8ba59ba59753,1607893687704:376beaa6-f01c-4560-8723-6073953b8c67
1709,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687704:068cecf3-dfa9-4247-85ae-8ba59ba59753,1607893687704:376beaa6-f01c-4560-8723-6073953b8c67
1796,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687703:bc2df220-f81b-481c-81b6-d916e06d04af,1607893687703:1163f1f9-38e1-4d70-b9d0-ef162b11a996
1920,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687702:160a6452-7ce6-4b55-8023-d7dba0833b60,1607893687702:1c5e216e-aa0c-4d7d-8762-0f98664e58ae
2144,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687699:f2beb84e-9c5a-4eb9-8c78-4e9fd77b0473,1607893687699:4fc20a32-e011-49ae-b070-9f1a144f5305
2145,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687699:f2beb84e-9c5a-4eb9-8c78-4e9fd77b0473,1607893687699:4fc20a32-e011-49ae-b070-9f1a144f5305
2342,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687697:f2eaf85e-9f11-4981-acd6-861fd8d67982,1607893687697:890a4f22-58f1-446f-8a7d-010e61a3626e
2401,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687697:1ccf6bf3-7650-4e84-b11d-3d525b34aa90,1607893687697:b7922b20-196c-4212-b86e-41779cb13514
2656,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687694:7b32d52b-8b5e-466e-8731-81cb4ee68a09,1607893687694:cb7171db-9530-415b-831f-de1e5c331887
3223,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607893687688:968448e1-9949-4ecc-a02b-580996627f16,1607893687688:eca26a56-2979-49d5-b1fd-c5078ff3058a
3224,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687688:968448e1-9949-4ecc-a02b-580996627f16,1607893687688:eca26a56-2979-49d5-b1fd-c5078ff3058a
3448,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687686:a2ddf739-209f-4c3b-8a27-6ca6b19696c6,1607893687686:81f04f5e-7b8e-4073-963a-2eed495ca8d0
3637,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687684:20a998a7-6d06-4ee2-9797-2ccec341d63c,1607893687684:e695faab-a257-425d-8e8c-070bdc59bef6
3739,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687683:e2b072d0-8d9a-4907-96e0-2ab4f73bf4b9,1607893687683:d6fbc586-cb0e-40fc-a6d9-d8ba6312bfa7
4019,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687681:c9802883-7287-463a-b022-4621e9a62d29,1607893687681:0587b83c-94d4-40f9-9a5a-d45da3001cdb
4020,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687681:c9802883-7287-463a-b022-4621e9a62d29,1607893687681:0587b83c-94d4-40f9-9a5a-d45da3001cdb
4022,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687681:c9802883-7287-463a-b022-4621e9a62d29,1607893687681:0587b83c-94d4-40f9-9a5a-d45da3001cdb
4081,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687680:5a768b1d-1ae7-4f25-89e8-6a305de059cd,1607893687680:d86fb476-7084-47b4-a08c-342081733208
4096,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687680:2c3533ac-b9b8-4c0f-b329-e4da133914a3,1607893687680:edddc253-87d4-4f61-b5fa-f9cd8a63d2a5
4271,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687678:f78c3cac-8099-4fc2-8760-db82ee8bd665,1607893687678:688b36e2-5b37-42fa-8a6f-059b24c375ad
4388,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687677:4f39df85-1d97-4730-8b9e-1d5c85fbfc27,1607893687677:bf298843-e541-44c8-9447-7dbdc2e033a2
4390,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687677:4f39df85-1d97-4730-8b9e-1d5c85fbfc27,1607893687677:bf298843-e541-44c8-9447-7dbdc2e033a2
4482,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607893687676:b43ccb36-1f6b-425b-91ac-2b2cd8456470,1607893687676:5e74b822-7c36-465b-8f36-1b334efe70fc
4514,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687676:b43ccb36-1f6b-425b-91ac-2b2cd8456470,1607893687676:229614f7-6a67-47a3-83f5-e7853595c48b
4711,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687673:4b935174-c195-4e02-abc5-8dbbcfa69d63,1607893687673:e75a368b-8329-47c8-ae56-86f6077fd04f
4712,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687673:4b935174-c195-4e02-abc5-8dbbcfa69d63,1607893687673:e75a368b-8329-47c8-ae56-86f6077fd04f
5099,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687670:08cf7ac9-5e5c-4d3b-b004-263fcfa24c8f,1607893687670:c18b5a54-25c8-4561-9e93-96d942fd78c2
5126,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687669:f377351e-69a8-4300-987a-5ad7303940cc,1607893687669:e98601f0-f432-4ba7-a689-1a7ec8c63e5b
5127,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687669:f377351e-69a8-4300-987a-5ad7303940cc,1607893687669:e98601f0-f432-4ba7-a689-1a7ec8c63e5b
5217,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687668:f5ee4c7d-0f9a-4ef4-99ce-7f2f4f3e023a,1607893687668:e8c2b107-e9e8-4da1-8728-63d96e4528c4
5460,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687666:e3286155-c969-42c9-8760-20d33047f176,1607893687666:b2c4af68-742c-45bf-95b5-08e381c09932
5461,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687666:e3286155-c969-42c9-8760-20d33047f176,1607893687666:b2c4af68-742c-45bf-95b5-08e381c09932
5610,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607893687665:50f669b4-77b6-4f34-bb51-7ad0ad03b98d,1607893687665:a4d2a48c-9971-44c9-a511-3709c000aa17
5612,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687665:50f669b4-77b6-4f34-bb51-7ad0ad03b98d,1607893687665:a4d2a48c-9971-44c9-a511-3709c000aa17
5962,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687660:ef3ecccd-50b3-4f03-841f-cb4b43e024e0,1607893687660:adfa6096-80d9-4fe4-a5d0-36dcd4953c5a
6226,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687658:de68cbfe-2e4a-4a35-a8a7-8591b2689392,1607893687658:dc81c5f3-bb7f-48dd-8a7a-17066a9fda06
6508,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687655:84740b28-fa0f-4c10-8baa-f7293d28dcb1,1607893687656:904df83b-c07e-433a-84e1-05c87bd5e58e
6924,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Character""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687651:1e762bdd-4ec9-4430-b8f8-8d20bfc06322,1607893687651:44a6da89-bb5e-42a3-8de0-1eda79395a67
7210,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687647:8569fe52-0058-4d16-9eaa-c0122f7f44fd,1607893687647:5bdcaa1a-f31f-483b-bf63-2f126e2771ef
7995,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687633:44811d2f-f42c-4738-b91d-eee024388c84,1607893687633:01aa895c-7a19-438d-bf5b-019ce0977519
9155,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687613:382bd572-ce5b-4485-a3b1-e2efb53759a1,1607893687613:30403dd6-4473-44e8-b211-9cc9d793e540
9157,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687613:382bd572-ce5b-4485-a3b1-e2efb53759a1,1607893687613:30403dd6-4473-44e8-b211-9cc9d793e540
9322,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687607:ab657924-fd43-45df-b62a-9a122ec52dcb,1607893687607:07e7e08a-0f3d-46ed-a2fe-77bc436d565c
9323,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687607:ab657924-fd43-45df-b62a-9a122ec52dcb,1607893687607:07e7e08a-0f3d-46ed-a2fe-77bc436d565c
9325,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687607:ab657924-fd43-45df-b62a-9a122ec52dcb,1607893687607:07e7e08a-0f3d-46ed-a2fe-77bc436d565c
9467,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687605:946c9b0b-6c54-4ce4-93b6-a82509b3e62e,1607893687605:989cccbe-d663-491c-970f-9d33b6b3099c
9468,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687605:946c9b0b-6c54-4ce4-93b6-a82509b3e62e,1607893687605:989cccbe-d663-491c-970f-9d33b6b3099c
9575,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607893687604:1ee5dbcc-e6ef-44f3-a8c5-503932619591,1607893687604:479fb0cf-ccee-4139-bb2d-2389e46fc34a
9860,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687601:1f0b5dd1-0d68-43c2-89c0-915c0fa894d9,1607893687602:732fee10-a4f1-4ae8-ad5b-8c87977fe045
10503,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687587:d2d97811-7f9c-43c1-8798-9392bb398362,1607893687587:80a15131-a01b-4071-99e1-f230fdb1fd6b
11787,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687557:4cdfd519-f4b3-4e1b-a09e-fb45c6b51588,1607893687558:46069e8f-44df-41aa-a94c-9bec1e71e01b
12569,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607893687549:626d524a-377d-4029-b6ff-57beceb00a74,1607893687549:6a3b5d35-64b6-4370-b7dc-0c461391e4bd
