,size,isEmpty,peek_obj_type,push,pop,clear,size_p,isEmpty_p,peek_obj_type_p,push_p,pop_p,clear_p,calledMethod,diff,testId,instanceId
21,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
22,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
23,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
24,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
25,"size == ""108""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""107""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
26,"size == ""109""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""108""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
27,"size == ""108""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""109""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""pop""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:802c2a77-0bd7-49d8-8787-0a78ac72affe
30,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:550abd99-b2de-4287-8217-88628f583bc0
31,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:550abd99-b2de-4287-8217-88628f583bc0
32,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:550abd99-b2de-4287-8217-88628f583bc0
33,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:550abd99-b2de-4287-8217-88628f583bc0
34,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607896293883:23cba0b4-f040-4fef-b19a-0858efa1eef7,1607896293883:550abd99-b2de-4287-8217-88628f583bc0
51,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293883:12202834-5544-4172-adc0-f01843c76efb,1607896293883:adfb35d3-de2f-4417-8427-e1c1c588ac4e
52,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293883:12202834-5544-4172-adc0-f01843c76efb,1607896293883:adfb35d3-de2f-4417-8427-e1c1c588ac4e
53,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293883:12202834-5544-4172-adc0-f01843c76efb,1607896293883:adfb35d3-de2f-4417-8427-e1c1c588ac4e
54,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293883:12202834-5544-4172-adc0-f01843c76efb,1607896293883:adfb35d3-de2f-4417-8427-e1c1c588ac4e
55,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293883:12202834-5544-4172-adc0-f01843c76efb,1607896293883:adfb35d3-de2f-4417-8427-e1c1c588ac4e
56,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607896293883:12202834-5544-4172-adc0-f01843c76efb,1607896293883:adfb35d3-de2f-4417-8427-e1c1c588ac4e
85,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:df6ba888-aa58-4f9c-8867-ec34ac7cd2ac
86,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:df6ba888-aa58-4f9c-8867-ec34ac7cd2ac
90,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:c9148b47-8a39-4c73-8398-0951317fa00f
91,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:c9148b47-8a39-4c73-8398-0951317fa00f
95,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
96,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
99,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
100,"size == ""108""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""107""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
101,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""108""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
102,"size == ""108""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""107""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
103,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""108""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""pop""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:b868e90a-3582-4bbe-972a-a618e016929f
107,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:a9653bbd-9d5b-41e7-9c5e-d62a297669ad
113,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:4c1747da-fee4-472c-a313-58b84b1990df
121,"size == ""104""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""103""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:2fbbf56c-6eef-4fdb-a343-16980b2310b4
124,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293882:94973f5e-8a5c-44e9-91d1-9963d122472f,1607896293882:26eb3c83-a81c-4c90-8722-ea2f9179985d
128,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:ffad7dda-1308-44b9-9941-5d65bb4fac06
129,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:ffad7dda-1308-44b9-9941-5d65bb4fac06
130,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:ffad7dda-1308-44b9-9941-5d65bb4fac06
132,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:ffad7dda-1308-44b9-9941-5d65bb4fac06
141,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:c96299a0-16d1-487e-95fa-cc3d986aae5f
147,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:655e4509-cf44-43c6-887d-59985434aa67
148,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:655e4509-cf44-43c6-887d-59985434aa67
156,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293881:fd4dca8a-00c9-4bca-9a28-bb769b685f2c,1607896293881:5be1fdb5-741f-4e89-8933-7b6ab1cdc401
173,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293881:d9070444-867b-4467-a366-71d9c35b3511,1607896293881:2c96faeb-812b-4a99-be76-74b42072e375
174,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""clear""",Yes,1607896293881:d9070444-867b-4467-a366-71d9c35b3511,1607896293881:2c96faeb-812b-4a99-be76-74b42072e375
179,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""0""","isEmpty_p == ""True""","peek_obj_type_p == ""EmptyObject""","push_p == ""False""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:a722170e-d115-4517-bbb2-7020e24567c1
183,"size == ""101""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","push == ""False""","pop == ""True""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""pop""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:9c430520-25cb-442b-aa35-87a585ddd47b
184,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:9c430520-25cb-442b-aa35-87a585ddd47b
191,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:897d5ae3-9d1e-48a4-aafe-7fe6102f8693
193,"size == ""105""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""104""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:897d5ae3-9d1e-48a4-aafe-7fe6102f8693
194,"size == ""106""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","push == ""False""","pop == ""False""","clear == ""True""","size_p == ""105""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","push_p == ""True""","pop_p == ""False""","clear_p == ""False""","calledMethod == ""clear""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:897d5ae3-9d1e-48a4-aafe-7fe6102f8693
195,"size == ""107""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""106""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","push_p == ""False""","pop_p == ""False""","clear_p == ""True""","calledMethod == ""push""",Yes,1607896293881:5fef01b9-c61c-4875-9581-a46da9c1f49c,1607896293881:897d5ae3-9d1e-48a4-aafe-7fe6102f8693
242,"size == ""103""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""102""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293880:e1cc8804-2beb-4294-a85d-f69d1cb87526,1607896293880:eb4f98bc-a15b-4462-befe-4a362bdc1fc1
255,"size == ""102""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","push == ""True""","pop == ""False""","clear == ""False""","size_p == ""101""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","push_p == ""False""","pop_p == ""True""","clear_p == ""False""","calledMethod == ""push""",Yes,1607896293880:e1cc8804-2beb-4294-a85d-f69d1cb87526,1607896293880:8ea61215-ec02-4195-a492-3e4bf5f9d833
